PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,framework_id,frame_hash
855666,00 01 55.7,-19 24 30,G,0,0.46,0.09,137.0,0,6194982905969834509,6937310538678006557
124995,00 01 55.8,-44 13 53,G,0,0.54,0.17,33.0,LCRSB235922.0-443035,563807612756301656,7501469716356112088
750730,00 01 55.8,-27 43 31,G,0,0.36,0.17,115.0,0,-5020109891016719051,-861792156154817445
92828,00 01 55.8,-36 21 22,G,Sc,0.93,0.83,74.0,FGCE1880,-1305402829464440881,4154309593104427791
545732,00 01 55.8,-43 41 47,G,0,0.62,0.31,5.0,0,326358101123390611,605487975461455682
140,00 01 55.9,-27 37 37,G,Sb,1.13,0.07,44.0,ESO409-3              MCG-5-01-023          ESO-LV4090030,5548417277168561776,4995955298311164976
809794,00 01 56.0,-22 43 25,G,0,0.45,0.22,142.0,0,6613947249114151492,-2614312705415573697
2044581,00 01 56.2,+34 08 43,G,0,0.61,0.16,72.0,0,-5745201822177552561,-2463100496393092060
647896,00 01 56.2,-35 31 11,G,0,0.53,0.47,123.0,0,-3713880360095186821,-7659292544110872876
642226,00 01 56.4,-35 58 53,G,0,0.72,0.48,77.0,0,3205452035450706661,-3770510205188745263
142,00 01 56.4,-40 39 44,G,Sc,0.95,0.39,145.0,ESO293-30             ESO-LV2930300         DUKST348-9,8124490107404069529,2950209270542903273
133621,00 01 56.4,-24 16 53,G,Sc,0.8,0.41,96.0,0,5098336917942840458,-6908222957259140289
782653,00 01 56.4,-25 06 06,G,0,0.37,0.11,70.0,0,3500981395075063745,209904721799117681
141,00 01 56.5,-51 12 36,G,E,0.57,0.05,0.0,DRCG39-7,-4371636773834511453,-5453236360220785885
1073592,00 01 56.6,-03 16 30,G,0,0.85,0.05,10.0,0,8946066827257909072,-9167492216118505072
1833934,00 01 56.6,+28 22 24,G,0,0.74,0.35,70.0,0,-6972861505640687859,-6065264526459232833
395595,00 01 56.7,-56 56 59,G,0,0.42,0.1,91.0,0,-9205394929633642862,1597955981920763759
245142,00 01 56.7,-75 20 15,G,0,0.45,0.31,167.0,0,-1203893771075851469,5600251486854806795
1030040,00 01 56.7,-06 41 00,G,0,0.38,0.22,4.0,0,-3713098224650926592,633834795817082737
3092794,00 01 56.8,-03 57 54,G,0,0.0,0.0,0.0,NPM1G-04.0684,3733546990766773435,7666223818360161275
745133,00 01 56.8,-28 09 26,G,0,0.74,0.46,154.0,0,-468935151480789397,6917186459699608961
517082,00 01 56.8,-46 15 35,G,0,0.43,0.04,0.0,0,-3580900718832136384,4389702027007573164
886419,00 01 56.8,-17 14 36,G,0,0.44,0.06,99.0,0,5840490202951869096,413463516828098587
458575,00 01 56.9,-51 13 07,G,0,0.34,0.09,11.0,0,-84936912840441739,2787016987217171490
1713430,00 01 56.9,+24 40 41,G,0,0.39,0.09,10.0,0,-8047925483797697352,2036503821283660859
2288934,00 01 56.9,+46 53 32,G,0,0.62,0.19,0.0,0,-6064261228023878311,6518809273184571900
432128,00 01 57.1,-53 15 08,G,0,0.51,0.4,18.0,0,-5160001319466461314,-205477934361712256
1640953,00 01 57.2,+21 01 02,G,0,0.45,0.13,97.0,0,-4886305262966067756,-8966366575614391592
145,00 01 57.3,-27 59 57,G,Sbc,1.08,0.45,55.0,ESO409-4              MCG-5-01-024          ESO-LV4090040,6563013823949150337,-6705818823874884149
628871,00 01 57.3,-37 03 53,G,0,0.5,0.06,27.0,0,-5154678023583662525,-6542000449793977740
126702,00 01 57.3,-38 38 58,G,0,0.0,0.0,0.0,LCRSB235923.6-385539,-784044606662729166,5948622823270412185
1953441,00 01 57.3,+31 34 04,G,0,0.47,0.22,89.0,0,9106417412362656525,1837152857368510220
144,00 01 57.4,+32 02 35,G,Sc,0.43,0.24,153.0,KUG2359+317.6-385539,9136138559725418679,2362274887576220196
651670,00 01 57.4,-35 13 29,G,0,0.46,0.11,31.0,0,-822202739058348345,9179937882213897516
768536,00 01 57.5,-26 22 23,G,0,0.55,0.13,51.0,0,-1458136110963609631,4170408765558063059
1318183,00 01 57.5,+07 17 19,G,0,0.55,0.03,0.0,0,-4193152720907653366,-4278870285978672163
2401307,00 01 57.5,+51 51 02,G,0,0.47,0.07,84.0,NPM1G+51.0394,-2329197941905341699,4006459451877529908
1264296,00 01 57.5,+04 09 23,G,0,0.67,0.06,95.0,0,-5317415440324037234,6838222788599700643
1621394,00 01 57.5,+20 14 54,G,0,0.63,0.32,20.0,0,7294398120405764413,6230712959755964943
883111,00 01 57.5,-17 26 51,G,0,0.52,0.3,43.0,0,4575513639319306624,-3239011885697985494
857230,00 01 57.5,-19 17 38,G,0,0.4,0.11,20.0,0,-3455062661541051803,1312051935916397907
447978,00 01 57.7,-52 09 26,G,0,0.51,0.35,149.0,0,7765724844082381858,-8755100410511619721
338586,00 01 57.7,-62 52 49,G,0,0.36,0.06,19.0,0,-106541900984504005,5974932042543372282
550616,00 01 57.7,-43 17 18,G,0,0.54,0.05,5.0,0,-1938830085839546470,-9032723876412616904
532392,00 01 57.8,-44 54 21,G,0,0.46,0.33,30.0,0,780151712081425326,7481101110900386098
603934,00 01 57.8,-38 54 16,G,0,0.7,0.6,29.0,0,-6683881827999738821,-5076454225487621805
1988531,00 01 57.8,+32 15 36,G,0,0.4,0.09,131.0,0,-3148183282492491381,1363012195050915797
550578,00 01 57.8,-43 17 28,G,0,0.55,0.09,82.0,0,-8243825065162501922,3939796672442346840
808650,00 01 57.8,-22 48 12,G,0,0.45,0.14,54.0,0,-1239580071268626226,-7076397057054468138
581848,00 01 57.9,-40 50 50,G,0,0.54,0.42,106.0,0,6533350489585177,-5078800332324148466
147,00 01 57.9,+21 37 16,G,0,0.76,0.05,130.0,CGCG456-16            NPM1G+21.0613,540557449415777047,-583502773561775945
582156,00 01 58.0,-40 49 06,G,0,0.51,0.43,126.0,0,-7996678159637847297,-2260513212234029864
474242,00 01 58.0,-49 41 20,G,0,0.49,0.25,128.0,0,-564347435840044467,-2310924322561779874
583357,00 01 58.2,-40 42 25,G,0,0.36,0.12,102.0,0,7360023767843467489,2937803654833405693
124814,00 01 58.2,-39 03 23,G,0,0.4,0.06,140.0,LCRSB235924.7-392006,-184104326183600201,106618646043569267
750204,00 01 58.2,-27 45 46,G,0,0.52,0.18,94.0,0,-8171680443428200654,616998338482598261
440330,00 01 58.2,-52 40 40,G,0,0.55,0.48,112.0,0,4941147599775115010,4212647291063016121
149,00 01 58.4,+36 38 57,G,SO-a,0.84,0.24,20.0,CGCG518-9             CGCG517-14            IRAS23594+3622        NPM1G+36.0523,1912032756443638936,7170986084312317379
143,00 01 58.5,-15 27 41,G,Irr,2.05,0.48,2.0,MCG-3-01-015          UGCA444               DDO221                [RC2]A2359-15,-1582303940943519136,-1501820431123277569
1779215,00 01 58.6,+26 31 01,G,0,0.54,0.33,98.0,0,-5155628962877646378,4375554256526087585
406591,00 01 58.6,-55 43 34,G,0,0.41,0.13,124.0,0,6150277429690479936,-8259792854820481217
678515,00 01 58.6,-33 16 34,G,0,0.5,0.11,126.0,0,1698221056423279749,7756594353253388648
1687905,00 01 58.7,+23 28 08,G,0,0.44,0.18,11.0,0,1134912519724090974,806146996370118629
308102,00 01 58.7,-66 01 35,G,0,0.56,0.24,162.0,0,194790650905296080,-8452685907739316145
1926422,00 01 58.8,+30 58 58,G,0,0.46,0.2,129.0,0,-4574520148186471587,1536419530985705404
865832,00 01 58.8,-18 37 26,G,0,0.51,0.3,95.0,0,-3128275071906891830,6754938239422475778
2796285,00 01 58.9,+68 02 18,G,0,0.17,0.05,0.0,ZOAG118.32+5.61,-5150200288226606668,-5411358237342376669
440314,00 01 58.9,-52 40 44,G,0,0.7,0.47,115.0,0,6252662329326745328,-8487931644436708311
976724,00 01 59.0,-10 33 26,G,0,0.54,0.26,174.0,0,1793603483292270436,8521190373291060931
424363,00 01 59.0,-53 57 20,G,0,0.48,0.04,0.0,0,7241470365786238527,-2574472475084620782
2043150,00 01 59.1,+34 03 24,G,0,0.36,0.1,91.0,0,-8351562170208467035,-3629781397986462669
2799430,00 01 59.2,-34 32 25,G,0,0.0,0.0,0.0,0,-5080540789991148375,1860162391164725585
1309368,00 01 59.2,+06 52 57,G,0,0.65,0.05,0.0,0,2854047167337295043,5661026723664295664
906636,00 01 59.2,-15 46 36,G,0,0.44,0.29,95.0,0,-7961133559800111771,-2004541089184750493
730845,00 01 59.3,-29 18 40,G,0,0.42,0.01,0.0,0,4770814586052312126,-5933516297646024770
940915,00 01 59.3,-13 13 49,G,0,0.42,0.09,36.0,0,-7777475010773103357,846628272873494894
1113598,00 01 59.3,-01 39 12,G,0,0.56,0.07,33.0,0,7296341337826104748,-5251568697897482992
1275197,00 01 59.4,+04 54 50,G,0,0.77,0.21,174.0,0,5092003876905221935,-6976166569288918600
656391,00 01 59.4,-34 52 22,G,0,0.61,0.18,27.0,0,2951433601339279794,9145872024253130113
856426,00 01 59.5,-19 21 09,G,0,0.45,0.32,44.0,0,264975080204593086,-3826315373597186999
