toi,ra,dec,st_dist,sky_coord.ra,sky_coord.dec,frame_hash
5290.01,343.323535,-0.168347,,343.323535,-0.168347,-3821183480391826270
5355.01,72.789609,34.627726,397.84,72.789609,34.627726,6682271867009739945
5356.01,60.964678,31.775965,933.117,60.964678,31.775965,-6417820766515534679
5357.01,69.841243,27.288032,343.58,69.841243,27.288032,-4039475317880746219
5358.01,54.183897,28.550269,138.708,54.183897,28.550269,1323010338242131086
5359.01,54.066052,30.20593,175.567,54.066052,30.20593,-822347446258816329
536.01,97.720425,0.226893,844.061,97.720425,0.226893,6491358807028169181
5360.01,54.910139,28.98062,895.565,54.910139,28.98062,-751165910423834949
5361.01,76.575162,31.273775,703.628,76.575162,31.273775,-555481082616355679
5362.01,75.369103,28.816605,905.181,75.369103,28.816605,-4290735819336669925
5363.01,40.201941,18.821761,493.144,40.201941,18.821761,-6078363301065655410
5364.01,77.00647,31.898377,645.231,77.00647,31.898377,-7362189320195573934
5365.01,36.519788,26.091793,651.291,36.519788,26.091793,1171100778388337977
5366.01,91.789601,23.131649,866.009,91.789601,23.131649,6703901730940075007
5367.01,91.796289,27.622043,571.89,91.796289,27.622043,3344716439954041569
5368.01,62.893626,28.17861,748.464,62.893626,28.17861,2160555892515033934
5369.01,47.381894,20.578164,821.427,47.381894,20.578164,2010059622175715302
537.01,101.27724,0.815216,882.472,101.27724,0.815216,3041968255569435875
5370.01,91.747143,30.18939,621.805,91.747143,30.18939,-1913735056314686729
5291.01,338.733227,-11.363238,236.736,338.733227,-11.363238,2151529498721599039
5292.01,344.222363,-8.119747,337.095,344.222363,-8.119747,-2022883612175789144
5293.01,355.828682,-2.045095,162.229,355.828682,-2.045095,5604673651068118568
5294.01,351.467705,4.454898,269.595,351.467705,4.454898,4723463149994083328
5295.01,349.288896,-9.435693,140.9938,349.288896,-9.435693,6723902253132939799
5296.01,328.978312,-0.937407,271.346,328.978312,-0.937407,-7670318356487343861
5297.01,339.802206,1.688259,670.528,339.802206,1.688259,-8183568425779075960
5298.01,331.051478,-2.397099,553.486,331.051478,-2.397099,8775037813116680480
5299.01,359.71347,-4.961134,407.758,359.71347,-4.961134,8338622926230127078
530.01,103.412833,12.881578,148.762,103.412833,12.881578,-1768902359860869460
5300.01,356.481137,0.458798,162.51,356.481137,0.458798,1384923695604162399
5301.01,12.990801,13.078371,629.161,12.990801,13.078371,1989285903272095884
5302.01,32.249191,8.057199,313.459,32.249191,8.057199,3731618602250682141
5303.01,9.607237,17.19279,955.654,9.607237,17.19279,4822236150973590117
5304.01,12.072754,6.918223,472.687,12.072754,6.918223,2695847300171620453
5305.01,36.581794,15.890418,566.267,36.581794,15.890418,-3610675256454631095
5306.01,41.507272,6.461628,655.851,41.507272,6.461628,5668028845575279976
5307.01,15.886532,9.913917,105.824,15.886532,9.913917,-3106769598060805868
5308.01,29.00124,0.179786,360.412,29.00124,0.179786,6429580053529568136
5320.01,22.644064,17.254698,275.255,22.644064,17.254698,2930810229804288052
5321.01,15.685485,20.050424,483.421,15.685485,20.050424,-79825271257419022
5322.01,6.529337,14.336428,476.899,6.529337,14.336428,-1249679787770954659
5323.01,9.206607,2.130744,967.25,9.206607,2.130744,1758312717725109570
5324.01,35.91117,15.482955,281.555,35.91117,15.482955,1367630965488203719
5325.01,32.912647,4.192318,339.049,32.912647,4.192318,-872804014976127649
5326.01,26.45366,10.253401,455.36,26.45366,10.253401,-2732099054627588677
5327.01,51.029236,12.435963,235.121,51.029236,12.435963,-5652633156726007321
5328.01,65.293362,27.16792,410.855,65.293362,27.16792,4101117021242098942
5329.01,56.654523,22.872829,572.23,56.654523,22.872829,8224915302028012203
533.01,80.054863,-62.646186,123.391,80.054863,-62.646186,-8436722779299608444
5330.01,40.451187,24.102318,667.058,40.451187,24.102318,4360334079172646845
5331.01,44.245077,7.859332,322.87,44.245077,7.859332,4658130849097233391
5332.01,43.248217,8.854979,609.385,43.248217,8.854979,8535155697965683120
5333.01,74.457947,31.318666,208.746,74.457947,31.318666,-8734138760004628253
5334.01,42.176259,20.809427,536.758,42.176259,20.809427,-3919068341203588935
5335.01,46.952373,15.359083,331.289,46.952373,15.359083,1954642861620134707
5336.01,96.234561,23.657844,778.572,96.234561,23.657844,7322831904421069994
5337.01,77.556092,19.640084,296.179,77.556092,19.640084,156848771078054872
5338.01,78.172728,22.505924,430.82,78.172728,22.505924,-7966152484472952952
5339.01,49.173462,30.74703,225.157,49.173462,30.74703,8383670123123029023
534.01,102.721143,-5.086456,1148.93,102.721143,-5.086456,-9160244601115508589
5340.01,59.309482,22.378337,532.629,59.309482,22.378337,5377544957370309822
5341.01,53.494348,32.118772,273.76,53.494348,32.118772,4417644340358725631
5342.01,76.431732,29.725539,534.078,76.431732,29.725539,5384972621385689111
5343.01,48.026043,24.533561,120.861,48.026043,24.533561,-3377375756945894135
5344.01,63.266216,20.915157,138.367,63.266216,20.915157,-3420215873705393737
5345.01,72.60148,33.014025,207.17,72.60148,33.014025,875514264094644877
5346.01,52.523054,20.807824,839.92,52.523054,20.807824,7785304918095148833
5347.01,36.136874,24.101546,,36.136874,24.101546,-8861647506462746663
5348.01,76.478371,32.72313,631.337,76.478371,32.72313,-7951040001639022054
5349.01,52.71257,20.879628,188.336,52.71257,20.879628,-4359518136561039236
535.01,100.765687,-1.296444,1126.37,100.765687,-1.296444,8495388397027333183
5350.01,74.402302,21.601976,277.419,74.402302,21.601976,2748896850647928614
5351.01,78.372399,18.259576,796.298,78.372399,18.259576,-1339343484640849980
5352.01,78.039675,28.546876,508.519,78.039675,28.546876,-1470873740053320811
5353.01,54.165272,19.565919,647.462,54.165272,19.565919,161707677750272988
5354.01,46.330681,28.185824,461.002,46.330681,28.185824,-5152425436763298435
5371.01,66.80026,20.774863,324.08,66.80026,20.774863,5993716279556629151
5372.01,43.572773,23.199186,459.882,43.572773,23.199186,-6875014718320200470
5373.01,116.716387,39.094469,276.211,116.716387,39.094469,5611115468968688803
5374.01,129.882377,47.351908,246.81,129.882377,47.351908,101042177762965030
5375.01,113.784894,71.400673,121.333,113.784894,71.400673,6565042266729865088
5376.01,271.759525,70.472763,685.736,271.759525,70.472763,-2092760315694245111
5377.01,131.135061,59.406708,214.278,131.135061,59.406708,-3028984169297189503
5378.01,103.602033,38.646103,492.608,103.602033,38.646103,1464358486216829330
5379.01,112.424109,50.6838,200.226,112.424109,50.6838,-7683230626644305302
538.01,104.33198,4.028698,133.21,104.33198,4.028698,-2733987287895278893
5380.01,112.761149,73.128784,286.781,112.761149,73.128784,2920693363609214785
5381.01,116.368498,44.129824,390.33,116.368498,44.129824,6692621076353140115
5382.01,116.954491,48.114999,215.238,116.954491,48.114999,5282749738093889524
5383.01,212.720875,62.522196,102.134,212.720875,62.522196,-6100029259879176045
5384.01,157.06262,25.573137,218.05,157.06262,25.573137,-365043924254107886
5385.01,160.630713,28.198626,483.675,160.630713,28.198626,3172323670430037201
5386.01,226.106919,60.536232,394.486,226.106919,60.536232,2621557150145521804
5387.01,214.44542,62.758386,140.907,214.44542,62.758386,1791619661110517964
5388.01,152.176517,35.547557,18.5226,152.176517,35.547557,-7747079520413482915
5389.01,168.80167,39.35892,190.568,168.80167,39.35892,-7020082420322441740
539.01,102.568389,-53.005503,108.368,102.568389,-53.005503,-736786427943300407
5390.01,142.444304,30.062908,176.69,142.444304,30.062908,-5144870514793731585
5391.01,272.060717,53.365566,170.451,272.060717,53.365566,-5855507121808466159
5392.01,212.621349,72.589757,48.793,212.621349,72.589757,-5328035466168008823
5393.01,198.137149,77.839038,102.774,198.137149,77.839038,-4873337478692200160
5394.01,154.574508,17.396435,64.2806,154.574508,17.396435,-617176249191405729
5395.01,197.058444,81.445787,165.951,197.058444,81.445787,3950382544460841243
5396.01,227.191112,62.959153,265.035,227.191112,62.959153,5768142112439842345
5397.01,172.014117,39.672647,133.778,172.014117,39.672647,8989324152546601021
5398.01,161.879557,36.329434,130.855,161.879557,36.329434,-3272875332444953982
5398.02,161.879557,36.329434,130.855,161.879557,36.329434,-4644586141686151602
5399.01,292.982939,28.651865,320.903,292.982939,28.651865,-8917630751295469031
540.01,76.309695,-47.937539,14.0022,76.309695,-47.937539,200698336501284336
5400.01,136.892919,-14.339867,202.211,136.892919,-14.339867,7982128393213334748
5401.01,189.518268,3.282395,212.02,189.518268,3.282395,-109838505772622701
5402.01,65.107799,-68.360571,156.801,65.107799,-68.360571,-5394772243632136240
5403.01,100.654583,15.657379,358.712,100.654583,15.657379,2800446649727810830
5404.01,101.360836,22.290364,157.413,101.360836,22.290364,983242702560068023
5405.01,98.693733,32.808268,644.909,98.693733,32.808268,5053712183482070038
5406.01,84.966565,12.257882,1125.7,84.966565,12.257882,1901129266509604290
5407.01,101.345243,17.310557,867.107,101.345243,17.310557,-2950932014838581822
5408.01,96.31948,20.535854,2162.6,96.31948,20.535854,6113578817360977980
5409.01,83.983008,31.768279,675.216,83.983008,31.768279,4786242743963105476
541.01,90.727491,-30.832906,1105.38,90.727491,-30.832906,3742041701775420385
5410.01,87.718761,28.819847,711.856,87.718761,28.819847,-5383115538821381212
5411.01,86.068595,28.791551,1030.07,86.068595,28.791551,4917407686573791646
5412.01,104.134699,13.429193,403.133,104.134699,13.429193,-6574958594721013264
5413.01,90.053026,22.340224,292.347,90.053026,22.340224,4631850550170727043
5414.01,109.367805,31.481846,357.23,109.367805,31.481846,-7241581657252862215
5415.01,84.164148,14.914516,1213.74,84.164148,14.914516,-7699323396994668537
5416.01,103.010116,25.2013,117.782,103.010116,25.2013,6251159720539384749
5417.01,90.084691,26.353234,595.812,90.084691,26.353234,-1774149603761293459
5418.01,84.006338,32.316823,205.719,84.006338,32.316823,6046310535226034085
5419.01,103.102009,33.648806,1088.28,103.102009,33.648806,-8035807647921518416
5435.01,92.998145,13.759123,1052.12,92.998145,13.759123,-1557117356477149500
5436.01,103.100078,12.531671,618.277,103.100078,12.531671,-9002420446838368572
5437.01,81.642309,21.599165,943.511,81.642309,21.599165,698892760233924018
5438.01,104.456348,25.51535,317.022,104.456348,25.51535,114211272288117209
5439.01,88.005636,13.204319,1810.17,88.005636,13.204319,-7231636236237770412
544.01,82.290072,-0.342898,41.1166,82.290072,-0.342898,5711075316701715516
5440.01,86.300794,18.461741,151.894,86.300794,18.461741,9047639569414584853
5441.01,88.59846,15.065604,1128.92,88.59846,15.065604,-2463137415572307504
5442.01,143.435397,6.741368,499.409,143.435397,6.741368,7619782956056244853
5443.01,92.873609,34.977082,885.894,92.873609,34.977082,4235895954479832292
5444.01,104.395856,25.498913,589.655,104.395856,25.498913,286117558423250234
5445.01,107.425727,22.741533,813.803,107.425727,22.741533,-321069655848950724
5446.01,97.096548,25.834703,872.619,97.096548,25.834703,-25534684895162079
5447.01,86.45835,35.331499,602.413,86.45835,35.331499,-8343323269432157783
5448.01,169.995604,8.350262,277.019,169.995604,8.350262,-2836753835332128736
5449.01,89.061905,21.332032,1093.14,89.061905,21.332032,-5211775689976543184
545.01,98.172417,-0.031604,764.889,98.172417,-0.031604,1526916935859492388
5450.01,81.051235,20.590643,317.566,81.051235,20.590643,6870556047571367983
5451.01,108.047768,30.104333,463.462,108.047768,30.104333,4650107294807706974
5708.01,183.276766,11.938091,87.2349,183.276766,11.938091,7899567146083130962
5709.01,164.648973,14.623639,44.6467,164.648973,14.623639,2050226847907597882
571.01,135.344358,6.097083,405.238,135.344358,6.097083,-1022719223552835055
5710.01,150.602674,34.658047,114.555,150.602674,34.658047,-353498782756201033
5711.01,265.45518,72.217348,85.34439,265.45518,72.217348,-2210809886890301440
5712.01,174.323105,11.167346,228.546,174.323105,11.167346,-5297702889407678793
5713.01,208.458732,52.602763,40.8668,208.458732,52.602763,-2102295438469594418
5714.01,132.028101,57.488956,141.492,132.028101,57.488956,2624798119868678597
5715.01,165.739289,69.916131,56.1495,165.739289,69.916131,-2524249513565423521
5716.01,201.900799,73.177433,39.4122,201.900799,73.177433,2903106843830502165
5717.01,162.575676,50.796516,157.154,162.575676,50.796516,41922266808830607
5718.01,170.27386,41.576429,65.9721,170.27386,41.576429,4900020021379860563
5719.01,147.003946,30.17842,155.483,147.003946,30.17842,7437012913454324642
572.01,131.524924,-13.20287,660.815,131.524924,-13.20287,1258533836601257049
5720.01,170.313577,25.273294,35.8256,170.313577,25.273294,5274885549621395593
542.01,96.066232,-28.1347,939.127,96.066232,-28.1347,-6236012159050088175
5420.01,100.424632,21.056692,946.417,100.424632,21.056692,-4737199276334469759
5421.01,97.621169,19.861789,1198.93,97.621169,19.861789,-1640892262740184752
5422.01,86.843617,25.626034,346.141,86.843617,25.626034,8604693640451175120
5423.01,108.076091,20.751933,261.785,108.076091,20.751933,-6028001673567883072
5423.02,108.076091,20.751933,261.785,108.076091,20.751933,-1469231206261326504
5424.01,83.837234,12.115939,740.068,83.837234,12.115939,-3032133760052808625
5425.01,90.431757,22.245686,554.08,90.431757,22.245686,-4500809109523551216
5426.01,81.649605,31.633052,283.552,81.649605,31.633052,8803754268010213101
5427.01,83.968375,12.925947,363.385,83.968375,12.925947,1517675131580057611
5428.01,87.204409,28.671337,1066.66,87.204409,28.671337,-576203803461458297
5429.01,78.988494,22.074955,809.167,78.988494,22.074955,-7810157085571086749
543.01,100.306094,-3.925831,,100.306094,-3.925831,-9189251480642471467
5430.01,97.005172,22.898603,1031.52,97.005172,22.898603,5931308097440634863
5431.01,83.171954,14.957058,811.056,83.171954,14.957058,1225098042020263808
5432.01,98.595105,24.235555,373.957,98.595105,24.235555,-7816890229359273905
5433.01,85.62494,28.549845,465.477,85.62494,28.549845,5440807157963531335
5434.01,98.83772,14.490329,744.34,98.83772,14.490329,6307394031265691817
5567.01,135.139415,49.451496,431.019,135.139415,49.451496,-8168411614743097953
5568.01,154.302943,75.333344,574.817,154.302943,75.333344,1036155298582551616
5569.01,298.837092,58.522878,974.173,298.837092,58.522878,4265561517114944364
557.01,59.017813,-10.272008,75.9623,59.017813,-10.272008,-2578032678277493894
5570.01,100.172692,76.732244,454.675,100.172692,76.732244,2181744255540564326
5571.01,106.990414,60.01161,303.081,106.990414,60.01161,7679117957710880646
5572.01,105.078049,37.198901,78.0645,105.078049,37.198901,-8638985567119253264
5573.01,136.426,55.307131,186.562,136.426,55.307131,-977180542700420191
5574.01,278.550256,86.557356,117.383,278.550256,86.557356,8036564218609884564
5575.01,241.248539,85.204724,56.6893,241.248539,85.204724,-1104826406412102686
5576.01,136.221429,79.355104,974.619,136.221429,79.355104,6245616287510168080
5577.01,105.308337,41.129691,508.394,105.308337,41.129691,-8616292948807652322
5578.01,189.265651,75.92044,158.202,189.265651,75.92044,-2241780654652360649
5579.01,105.821673,52.51673,115.906,105.821673,52.51673,-7028865753831105255
558.01,42.291509,-58.024683,402.63,42.291509,-58.024683,-4769593181374355435
5580.01,112.262575,42.03191,486.081,112.262575,42.03191,-8925837482410720831
5581.01,118.065411,70.165569,191.145,118.065411,70.165569,-8154247584223555987
5582.01,110.639665,30.418354,533.617,110.639665,30.418354,-4524751179101885085
5721.01,156.749744,30.700545,140.084,156.749744,30.700545,541053660987515080
5722.01,233.47988,64.647463,315.535,233.47988,64.647463,-6896849854987772475
5723.01,289.508854,80.531857,575.831,289.508854,80.531857,-2633053746652952607
5724.01,245.779902,50.344188,50.4126,245.779902,50.344188,-6822909818923291933
5725.01,153.929163,28.355191,78.9286,153.929163,28.355191,7407719707983648469
5726.01,123.39505,68.57459,108.848,123.39505,68.57459,-741704984692185968
5727.01,274.566208,58.562948,261.104,274.566208,58.562948,-3624870615557876946
5728.01,260.350936,67.550421,54.7045,260.350936,67.550421,7945716363530885214
5729.01,151.210123,69.164969,81.2392,151.210123,69.164969,7041272240668395053
573.01,142.346908,-14.511711,88.3935,142.346908,-14.511711,-5198634260301222080
5730.01,175.56543,24.192494,40.9866,175.56543,24.192494,-7389954758211163405
5731.01,260.098822,52.433465,109.835,260.098822,52.433465,-2505288170282185221
5732.01,265.556587,53.203935,275.456,265.556587,53.203935,1960526778089135459
5733.01,184.966156,55.165724,102.462,184.966156,55.165724,611833371680253742
5734.01,111.255818,37.231122,32.5102,111.255818,37.231122,3032109214258000648
5452.01,107.907236,28.923941,947.518,107.907236,28.923941,-6269143653687508891
5453.01,104.987572,19.6155,719.398,104.987572,19.6155,1215061414037987384
5454.01,107.429839,15.596234,1141.59,107.429839,15.596234,4877780946243835184
5455.01,84.852114,28.62691,826.112,84.852114,28.62691,1446160308489265830
5456.01,98.853985,24.835858,555.611,98.853985,24.835858,-631953365179974057
5457.01,100.615349,19.735175,595.667,100.615349,19.735175,-580445444846305878
5458.01,104.926875,30.54239,187.103,104.926875,30.54239,388249900109995091
5459.01,78.932278,34.092293,921.369,78.932278,34.092293,-1121602031163001705
546.01,102.194623,-0.672786,726.412,102.194623,-0.672786,5267277937769630897
5460.01,106.38895,15.670447,1195.12,106.38895,15.670447,7733629007215535273
5461.01,88.788121,18.335697,620.87,88.788121,18.335697,7618470097503273172
5462.01,91.098778,29.073274,285.501,91.098778,29.073274,7691537630252438478
5463.01,83.214349,19.952443,1049.51,83.214349,19.952443,3587671681253752948
5464.01,158.77531,19.118379,282.849,158.77531,19.118379,5045582725560391845
5465.01,107.199487,24.255919,627.935,107.199487,24.255919,8713011838397029159
5466.01,92.319121,20.273745,821.135,92.319121,20.273745,-3438274299760259317
5467.01,94.393712,28.445251,565.359,94.393712,28.445251,7612498331903777192
5468.01,98.32004,34.072909,507.02,98.32004,34.072909,-684215514097196588
5583.01,107.631373,74.485744,,107.631373,74.485744,-4794104044549543640
5584.01,135.324512,47.452351,69.0641,135.324512,47.452351,-1668111582396144830
5585.01,129.483355,37.735315,771.853,129.483355,37.735315,7489309258285460463
5586.01,244.023057,86.368644,540.141,244.023057,86.368644,1792555413310995546
5587.01,117.732887,46.306568,943.289,117.732887,46.306568,3616983485986954122
5588.01,120.594795,83.198419,655.855,120.594795,83.198419,3920470022978394495
5589.01,108.606501,56.700143,244.354,108.606501,56.700143,-1188112550045902452
559.01,46.818616,-31.162995,233.266,46.818616,-31.162995,7912127070333133719
5590.01,110.689677,37.667511,136.242,110.689677,37.667511,6294401129120831648
5591.01,123.027093,42.228714,356.237,123.027093,42.228714,-2289659338478278095
5592.01,106.680068,65.857249,597.026,106.680068,65.857249,-5166868809137397137
5593.01,128.55223,39.270972,1130.59,128.55223,39.270972,-5521554973002483445
5594.01,118.417987,54.124212,683.54,118.417987,54.124212,1331304734963948419
5595.01,110.460165,35.221983,136.955,110.460165,35.221983,-2810299897601556895
5596.01,106.336563,42.847909,1439.26,106.336563,42.847909,-3890242771776446335
5597.01,144.441228,34.849412,893.967,144.441228,34.849412,-1925338375589911197
5598.01,257.315636,80.41608,248.266,257.315636,80.41608,-6409086746900027778
5599.01,199.326238,55.681539,547.948,199.326238,55.681539,4255451532162039954
560.01,129.688303,-13.256527,31.5666,129.688303,-13.256527,7765820343188290014
5735.01,147.125026,77.389748,22.914,147.125026,77.389748,-6498525694700125617
5736.01,213.758397,49.500938,92.3604,213.758397,49.500938,-2975091755622112781
5737.01,278.903346,77.735552,118.505,278.903346,77.735552,402315063781198686
5738.01,243.906538,61.926901,91.2062,243.906538,61.926901,3725874225669517388
5738.02,243.906538,61.926901,91.2062,243.906538,61.926901,-1457471180119225173
5739.01,205.169536,19.199859,61.8703,205.169536,19.199859,-5104808571220402805
574.01,144.926859,-28.5856,861.843,144.926859,-28.5856,1050782312489410553
5740.01,246.952745,69.781491,168.06,246.952745,69.781491,-7463454580739298750
5741.01,269.207527,39.223388,86.8854,269.207527,39.223388,-774631375318775355
5742.01,278.191584,18.146175,438.137,278.191584,18.146175,-8814161776084070226
5743.01,267.904353,24.427455,127.428,267.904353,24.427455,4846301938873922026
5744.01,147.128216,73.449342,207.057,147.128216,73.449342,3381567938694681417
5745.01,171.573332,38.22096,78.3388,171.573332,38.22096,-2722858314334311446
5746.01,142.378244,50.963802,85.5353,142.378244,50.963802,3775772435031290179
5747.01,148.37832,35.570548,28.5321,148.37832,35.570548,-3974922440361066237
5748.01,7.084443,73.107753,866.343,7.084443,73.107753,8977818545906139752
5469.01,81.933112,16.764321,727.4,81.933112,16.764321,-5039685523737561059
547.01,102.079859,-3.102139,787.909,102.079859,-3.102139,3805106639963056472
5470.01,91.162383,31.73644,594.261,91.162383,31.73644,-4359700800272702606
5471.01,97.620654,19.794869,1204.45,97.620654,19.794869,-5251643905711964509
5472.01,87.540281,24.774708,536.648,87.540281,24.774708,-8797727558849787081
5473.01,92.564877,24.614827,1033.36,92.564877,24.614827,-5696896119831994613
5474.01,92.511344,32.943648,689.255,92.511344,32.943648,-3955683654174328169
5475.01,89.137237,25.683953,655.835,89.137237,25.683953,-6470863507128371160
5476.01,100.342905,27.961441,596.321,100.342905,27.961441,4597643398807944918
5477.01,84.979951,14.303023,336.879,84.979951,14.303023,7582247118495087336
5478.01,114.741958,29.428761,591.13,114.741958,29.428761,3840248517590028488
5478.02,114.741958,29.428761,591.13,114.741958,29.428761,-65049352926824990
5479.01,171.396808,12.766823,598.366,171.396808,12.766823,1808670312513310121
548.01,97.033598,-0.170729,790.663,97.033598,-0.170729,-8765097508101620752
5480.01,133.147899,17.499763,330.387,133.147899,17.499763,415134913859610664
5481.01,121.176804,13.413841,942.604,121.176804,13.413841,-5852990326359770283
5482.01,172.592807,16.752416,659.819,172.592807,16.752416,-5080412515259760334
5483.01,142.586792,12.70639,642.965,142.586792,12.70639,-2681758520374902430
5484.01,124.01708,8.823241,463.462,124.01708,8.823241,-148352970592354254
560.02,129.688303,-13.256527,31.5666,129.688303,-13.256527,-6604886820351329072
5600.01,155.151361,63.290591,378.06,155.151361,63.290591,4116763802789327766
5601.01,239.507231,66.037182,313.795,239.507231,66.037182,-5650097566372714702
5602.01,144.658279,33.691083,874.724,144.658279,33.691083,5876920895099048716
5603.01,184.175471,57.642701,795.259,184.175471,57.642701,5575602881861040310
5604.01,306.391539,63.591105,373.528,306.391539,63.591105,8734274816957553136
5605.01,150.538008,50.145387,95.0735,150.538008,50.145387,4298478625930711899
5606.01,156.893929,22.426235,316.465,156.893929,22.426235,6180494012441482339
5607.01,270.846078,63.21507,811.406,270.846078,63.21507,3813712856269547807
5608.01,278.572233,66.922785,250.177,278.572233,66.922785,-1775932928162732746
5609.01,144.187751,36.527295,816.667,144.187751,36.527295,-3202882382796560611
561.01,148.185152,6.216103,85.799,148.185152,6.216103,-8473500327996499651
561.02,148.185152,6.216103,85.799,148.185152,6.216103,-2599134819917842504
561.03,148.185152,6.216103,85.799,148.185152,6.216103,-2557752610577046229
561.04,148.185152,6.216103,85.799,148.185152,6.216103,1495486614344312975
5610.01,156.022815,48.248331,274.922,156.022815,48.248331,-5180220756654405686
5611.01,268.693501,55.064224,191.341,268.693501,55.064224,-1800839373325135385
5611.02,268.693501,55.064224,191.341,268.693501,55.064224,907581245005436534
5612.01,172.411097,38.936561,334.412,172.411097,38.936561,6095537577154488288
5749.01,309.954211,68.720161,609.042,309.954211,68.720161,-1152233313045254885
575.01,127.99531,-16.885121,181.987,127.99531,-16.885121,-3929200379360666139
5750.01,248.532721,24.322372,353.098,248.532721,24.322372,3827718865080867341
5751.01,359.079391,73.907596,439.501,359.079391,73.907596,4828312766814209837
5752.01,250.384451,23.578282,634.873,250.384451,23.578282,7655933622287803287
5753.01,250.578389,29.783159,914.008,250.578389,29.783159,-2983796354793843465
5754.01,244.056148,20.293793,557.293,244.056148,20.293793,-3964439900106169269
5755.01,327.686471,70.646428,444.485,327.686471,70.646428,4141390930677700977
5756.01,254.164732,37.783239,,254.164732,37.783239,-891435407250469270
5757.01,246.612431,46.47222,316.349,246.612431,46.47222,7566098376667701937
5758.01,255.916787,37.139828,592.293,255.916787,37.139828,-9166594662209898422
5759.01,351.79759,76.340765,738.614,351.79759,76.340765,-6291454392655747948
576.01,144.875105,-20.982419,114.173,144.875105,-20.982419,-8513220363643533254
5760.01,246.972473,38.453189,618.078,246.972473,38.453189,-928646977256153214
5761.01,47.417232,75.04759,192.846,47.417232,75.04759,-7528869714490716657
5762.01,258.32211,25.249466,527.004,258.32211,25.249466,-2609575847947669780
5763.01,38.768278,69.23472,774.0,38.768278,69.23472,-822498933274174287
5764.01,251.802577,22.123397,960.081,251.802577,22.123397,-1400730711155597225
5765.01,6.844544,70.805696,371.785,6.844544,70.805696,-2050635966362874782
5485.01,124.492598,15.987916,774.157,124.492598,15.987916,2992982160897551628
5486.01,190.549504,3.788601,89.6811,190.549504,3.788601,-3237462089039648094
5487.01,126.357833,25.20762,778.03,126.357833,25.20762,7684839848688041307
5488.01,164.237285,1.936362,676.829,164.237285,1.936362,-7067247977925084649
5489.01,128.691294,11.489588,45.0907,128.691294,11.489588,643653005594688720
5489.02,128.691294,11.489588,45.0907,128.691294,11.489588,-7306229692585879427
549.01,86.752182,-24.842642,80.6542,86.752182,-24.842642,2298977656689386417
5490.01,109.192769,18.121825,707.292,109.192769,18.121825,6046017136068205549
5491.01,113.595788,17.294273,152.766,113.595788,17.294273,1054830743515944514
5492.01,155.009421,9.300649,657.548,155.009421,9.300649,-2068062055665787917
5493.01,128.640176,9.035381,225.454,128.640176,9.035381,2022813635109178836
5493.02,128.640176,9.035381,225.454,128.640176,9.035381,-2655262466276498452
5493.03,128.640176,9.035381,225.454,128.640176,9.035381,-3729746688115896015
5494.01,110.662796,16.865756,265.493,110.662796,16.865756,1592862150546350075
5495.01,179.594619,11.7317,190.774,179.594619,11.7317,3318565484256906844
5496.01,137.037665,10.636648,257.828,137.037665,10.636648,-7671645551973532099
5497.01,137.025914,5.92396,804.465,137.025914,5.92396,703875320420557000
5498.01,149.366582,5.171006,285.229,149.366582,5.171006,75065184287649623
5613.01,159.612015,27.062548,291.68,159.612015,27.062548,6296597515271285813
5614.01,189.432315,69.458427,223.016,189.432315,69.458427,7683097941918177581
5615.01,252.934906,80.123028,693.821,252.934906,80.123028,2311847923248039898
5616.01,184.901638,48.68329,390.415,184.901638,48.68329,-8837452877936950781
5617.01,166.950743,38.136936,760.003,166.950743,38.136936,-4111607473400972372
5618.01,173.070058,44.126424,631.38,173.070058,44.126424,-5891030072518518967
5619.01,185.504552,55.559548,270.633,185.504552,55.559548,7839260003973642216
562.01,144.007464,-21.665063,9.44181,144.007464,-21.665063,6822756507581900511
5620.01,159.708601,27.415505,227.174,159.708601,27.415505,-8700986856809607553
5621.01,210.063939,75.08442,718.289,210.063939,75.08442,-1216860261520767408
5622.01,221.548511,78.996619,1186.92,221.548511,78.996619,3972632591822064957
5623.01,292.27775,72.001439,565.9,292.27775,72.001439,-4885087324710747604
5624.01,180.844348,49.251226,101.913,180.844348,49.251226,4508757169109439393
5624.02,180.844348,49.251226,101.913,180.844348,49.251226,4336581600870856432
5624.03,180.844348,49.251226,101.913,180.844348,49.251226,8551433761103748717
5624.04,180.844348,49.251226,101.913,180.844348,49.251226,-8490523789335112815
5625.01,197.142985,42.340801,260.349,197.142985,42.340801,6882224199021227552
5626.01,198.298761,31.638404,122.745,198.298761,31.638404,-1434076822539803747
5627.01,183.197314,13.237495,193.533,183.197314,13.237495,-4211827581498801150
5766.01,253.97902,14.966082,550.385,253.97902,14.966082,-2375258127360884798
5767.01,256.38386,20.550685,648.967,256.38386,20.550685,6051981057680265125
5768.01,278.553118,23.767651,928.084,278.553118,23.767651,-488153385441730671
5769.01,270.736094,20.069409,278.969,270.736094,20.069409,5512948365002098892
577.01,133.258916,-22.198143,680.747,133.258916,-22.198143,-2039037763207964455
5770.01,274.654678,30.923869,512.769,274.654678,30.923869,2983266418440157090
5771.01,63.823421,86.119625,864.093,63.823421,86.119625,1922670999954900374
5772.01,261.172485,26.050455,757.959,261.172485,26.050455,7807157127768577568
5773.01,81.782314,75.789224,614.872,81.782314,75.789224,-6393198213549115874
