PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,frame_hash
1453549,00 00 49.7,+14 15 31,G,,0.51,0.34,155.0,,4158779700394850428
582536,00 00 49.8,-40 46 50,G,,0.58,0.2,111.0,,-163802184279255466
2067269,00 00 49.8,+35 36 53,G,,0.63,0.36,180.0,,5237554245348002564
1063549,00 00 49.8,-04 02 57,G,,0.38,0.19,26.0,,4069973894795314816
561447,00 00 49.8,-42 35 07,G,,0.31,0.07,164.0,,2265257005696474203
402564,00 00 49.9,-56 09 50,G,,0.44,0.13,70.0,,2382669523660159771
1876387,00 00 49.9,+29 44 18,G,,0.44,0.12,124.0,,4952848394927174134
735023,00 00 49.9,-28 58 43,G,,0.5,0.36,120.0,,5847824997421893030
603199,00 00 49.9,-38 58 28,G,,0.36,0.16,76.0,,7957764137118019036
623982,00 00 50.0,-37 23 12,G,,0.43,0.05,64.0,,-4444538372854629437
856354,00 00 50.1,-19 21 27,G,,0.54,0.34,40.0,,-7104313972192938230
463831,00 00 50.2,-50 42 07,G,,0.68,0.31,122.0,,7576608412794139579
463864,00 00 50.2,-50 41 59,G,,0.54,0.13,106.0,,6183480360182692648
1779143,00 00 50.2,+26 30 54,G,,0.38,0.19,39.0,,3186779102079806845
825030,00 00 50.2,-21 41 19,G,,0.34,0.05,62.0,,5933834170778549872
124986,00 00 50.2,-44 03 41,G,,,,,LCRSB235816.4-442023,-6115967961641081770
619896,00 00 50.3,-37 38 42,G,,0.46,0.23,152.0,,8740158356402725048
1482592,00 00 50.3,+15 21 42,G,,0.46,0.06,139.0,,1698112808033730527
2606192,00 00 50.3,+60 44 27,G,,0.52,0.39,74.0,,-7224941797936965000
1802691,00 00 50.4,+27 15 45,G,,0.38,0.11,117.0,,-5986208173937522347
804809,00 00 50.4,-23 06 08,G,,0.53,0.19,177.0,,-4738634030477109022
591457,00 00 50.5,-40 00 11,G,,0.54,0.18,96.0,,-1176719936778082257
872053,00 00 50.5,-18 08 59,G,,0.43,0.07,33.0,,8174122458860112907
1356467,00 00 50.5,+08 55 52,G,,0.72,0.32,94.0,NPM1G+08.0586,-7110466540709341871
486779,00 00 50.5,-48 30 02,G,,0.4,0.21,3.0,,8337860399871042866
744307,00 00 50.6,-28 13 30,G,,0.43,0.31,26.0,,7924551189853229122
519087,00 00 50.6,-46 05 36,G,,0.39,0.14,135.0,,-2194243539145692886
465383,00 00 50.6,-50 32 47,G,,0.46,0.32,75.0,,991124720927598618
371637,00 00 50.7,-59 24 06,G,,0.72,0.63,41.0,,5186520005516579333
801350,00 00 50.9,-23 23 46,G,,0.57,0.21,158.0,,4958711990696838716
846441,00 00 50.9,-20 05 25,G,,0.49,0.2,78.0,,-6962610093890421353
799655,00 00 50.9,-23 33 06,G,,0.71,0.44,112.0,,-8577347578816983126
1045602,00 00 51.0,-05 22 15,G,,0.73,0.64,46.0,,2539609971841508829
1264131,00 00 51.0,+04 08 46,G,,0.63,0.09,63.0,,-4457154639603973315
1095925,00 00 51.0,-02 18 03,G,,0.67,0.29,92.0,,-4853728934938779375
842905,00 00 51.0,-20 21 11,G,,0.46,0.12,122.0,,-6059621993872342572
1425381,00 00 51.0,+13 12 25,G,,0.46,0.16,132.0,,-4587015581103955394
480071,00 00 51.0,-49 08 12,G,,0.6,0.12,80.0,,-6929115590640610691
307213,00 00 51.1,-66 07 59,G,,0.5,0.38,165.0,,7262901614743343855
541347,00 00 51.1,-44 03 33,G,,0.4,0.18,78.0,,6606884281022885324
2059947,00 00 51.2,+35 08 05,G,,0.54,0.12,162.0,,-5438323781079290594
732027,00 00 51.2,-29 12 38,G,,0.37,0.17,106.0,,-4070012162315691044
1081974,00 00 51.3,-02 49 33,G,,0.43,0.16,140.0,,4285139744004867471
907103,00 00 51.3,-15 44 29,G,,0.49,0.17,35.0,,-1886488670561444380
843222,00 00 51.4,-20 19 54,G,,0.48,0.29,66.0,,-6739450939522120603
73204,00 00 51.5,+10 46 03,G,,0.52,0.22,134.0,KUG2358+10486         NPM1G+10.0610,-724217673273031726
2796240,00 00 51.6,+57 28 38,G,,0.49,0.36,,ZOAG116.15-4.73,394759220740308764
832724,00 00 51.6,-21 05 48,G,,0.7,0.3,70.0,,-3095989016066037913
1178302,00 00 51.6,+00 53 24,G,,0.39,0.05,,,2652045015235032486
646897,00 00 51.6,-35 35 58,G,,0.47,0.2,109.0,,-1844357800435736255
642478,00 00 51.6,-35 57 36,G,,0.37,0.19,44.0,,-7718604097824665775
854251,00 00 51.6,-19 30 37,G,,0.55,0.23,161.0,,4716152043841027974
408721,00 00 51.7,-55 30 13,G,,0.54,0.3,157.0,,-3414280183806916704
307116,00 00 51.7,-66 08 41,G,,0.38,0.08,135.0,,-6979812948727620505
671368,00 00 51.7,-33 47 59,G,,0.38,0.22,121.0,,4097691479998504197
1849372,00 00 51.8,+28 53 50,G,,0.43,0.18,93.0,,-7238324446766339784
425648,00 00 51.8,-53 50 09,G,,0.48,0.29,88.0,,4096684895476809114
1995566,00 00 51.9,+32 24 33,G,,0.51,0.17,74.0,,-1096246834138961702
280743,00 00 52.0,-69 11 20,G,,0.47,0.31,92.0,,4654147785180132688
369615,00 00 52.0,-59 40 33,G,,0.54,0.34,54.0,,-6341889590509695049
976371,00 00 52.0,-10 35 13,G,,0.55,0.24,53.0,,-5592126609640336826
989871,00 00 52.2,-09 31 52,G,,0.51,0.37,35.0,,-8645915974695287692
64,00 00 52.2,-35 50 38,G,E,0.82,0.09,119.0,,4836355823920155712
95439,00 00 52.3,-43 20 00,G,E-SO,0.79,0.27,67.0,,-338342599672707609
938978,00 00 52.3,-13 21 49,G,,0.42,0.09,84.0,,-6702043850485523200
1064105,00 00 52.4,-04 00 40,G,,0.51,0.36,52.0,,1061030136238943268
852512,00 00 52.4,-19 38 19,G,,0.45,0.26,110.0,,7090604054688950438
95440,00 00 52.4,-43 19 57,G,E-SO,0.59,0.27,127.0,,5834632420940221575
622647,00 00 52.5,-37 28 14,G,,0.47,0.09,6.0,,8664164197722144297
1500529,00 00 52.6,+16 05 37,G,,0.43,0.08,97.0,,8488977653388454580
2794835,00 00 52.6,-39 52 51,G,,,,,,-3329090361307302591
789285,00 00 52.7,-24 30 02,G,,0.51,0.15,74.0,,-7646818258462683587
405065,00 00 52.7,-55 53 27,G,,0.47,0.14,118.0,,-2077639134371142793
107664,00 00 52.7,-38 42 29,G,,0.45,0.21,30.0,LCRSB235818.9-385912,6316072849119519363
2048453,00 00 52.8,+34 23 32,G,,0.47,0.21,83.0,,9022622276297278773
527080,00 00 52.8,-45 24 41,G,,0.32,0.08,114.0,,-6076151009224182604
1873501,00 00 52.8,+29 39 29,G,,0.59,0.28,104.0,,4948541890299952142
772867,00 00 52.8,-25 59 15,G,,0.55,0.36,8.0,,-8405454265445621164
124312,00 00 52.9,-41 12 40,G,,0.51,0.07,24.0,LCRSB235819.0-412923,5311258492075570931
101265,00 00 52.9,-43 23 32,G,SO-a,0.83,0.1,173.0,,7413595233378087641
715946,00 00 53.0,-30 32 49,G,,0.58,0.17,95.0,,-3150395469151752439
143154,00 00 53.0,-30 07 14,G,,0.65,0.04,,,8899916543394043890
66,00 00 53.1,-35 59 12,G,E,0.75,0.03,,,-4982888361399050674
124313,00 00 53.1,-41 38 28,G,,0.36,0.13,28.0,LCRSB235819.3-415511,2902283556963062837
1640785,00 00 53.1,+21 00 37,G,,0.71,0.27,70.0,,6715555425659632284
95113,00 00 53.3,-43 45 30,G,Sc,0.87,0.61,160.0,,9162792206099494817
65,00 00 53.3,-47 21 24,G,SO-a,1.12,0.64,155.0,ESO193-9              ESO-LV1930090         FAIRALL623,1306922057333768229
1085612,00 00 53.3,-02 40 23,G,,0.45,0.12,88.0,,1019437024213510033
523900,00 00 53.3,-45 41 44,G,,0.3,0.02,,,1447955974915095323
126720,00 00 53.5,-44 39 33,G,,0.4,0.05,20.0,LCRSB235819.3-445616,-7183748485050889164
960382,00 00 53.5,-11 53 47,G,,0.5,0.21,62.0,,8177220700011996395
1126384,00 00 53.5,-01 06 56,G,,0.46,0.09,129.0,,-1231353101392289526
143155,00 00 53.5,-46 55 32,G,,0.65,0.35,10.0,,-8544819026946369098
955244,00 00 53.8,-12 16 13,G,,0.42,0.15,29.0,,-1382755716937031152
1685971,00 00 53.8,+23 21 23,G,,0.56,0.36,174.0,,-8342477113401014867
743528,00 00 53.9,-28 17 12,G,,0.39,0.2,176.0,,4202365176683843789
1979887,00 00 53.9,+32 05 36,G,,0.39,0.03,,,-4150117124142865482
349917,00 00 53.9,-62 02 24,G,,0.52,0.25,34.0,,3904943734256559654
1951140,00 00 54.0,+31 31 09,G,,0.51,0.17,142.0,,-3268577861365719407
601835,00 00 54.2,-39 05 58,G,,0.43,0.19,73.0,,-4547788747242474048
97568,00 00 54.2,+18 30 22,G,,,,,IRAS23583+1813445616,1887232839730953697
472884,00 00 54.3,-49 49 00,G,,0.39,0.06,133.0,,6289364914150408527
1264754,00 00 54.3,+04 11 18,G,,0.57,0.06,167.0,,-2345818452597876098
1071069,00 00 54.3,-03 27 14,G,,0.67,0.06,144.0,,-2730058821593266770
1242487,00 00 54.4,+02 59 05,G,,0.46,0.02,,,9137177915094020370
1059985,00 00 54.4,-04 18 41,G,,0.85,0.35,25.0,,-7444621950976751127
475280,00 00 54.5,-49 35 20,G,,0.36,0.03,,,-7541850284716633150
1817173,00 00 54.6,+27 45 22,G,,0.5,0.11,40.0,,-3969513453839162078
574763,00 00 54.6,-41 31 26,G,,0.43,0.2,105.0,,-1294406502147206462
1680552,00 00 54.7,+23 03 04,G,,0.48,0.2,84.0,,-7864436103354957624
143156,00 00 54.7,-28 27 48,G,,0.74,0.14,32.0,,-3715367487452473975
95114,00 00 54.8,-43 45 10,G,SO-a,0.69,0.2,22.0,,-1814427968538453554
405860,00 00 54.8,-55 48 17,G,,0.38,0.1,104.0,,1596322833832080182
682364,00 00 54.8,-33 00 55,G,,0.38,0.11,12.0,,-5198255640058505495
490142,00 00 54.9,-48 11 43,G,,0.48,0.15,60.0,,1217203469157908255
343970,00 00 55.1,-62 29 15,G,,0.65,0.14,85.0,,-8497559073013511261
917904,00 00 55.2,-14 56 31,G,,0.54,0.32,128.0,,8000001308879361688
126700,00 00 55.2,-38 18 42,G,,0.46,0.25,119.0,LCRSB235821.3-383525,2359041699367513748
95279,00 00 55.2,-27 32 42,G,SO-a,0.68,0.08,59.0,DUKST409-16,-4363204472915486538
842745,00 00 55.2,-20 21 55,G,,0.39,0.16,2.0,,-6566419265308427132
570795,00 00 55.3,-41 53 34,G,,0.35,0.1,27.0,,9000626378553693502
68,00 00 55.3,-18 57 33,G,Sbc,0.89,0.22,28.0,ESO538-17             MCG-3-01-013          ESO-LV5380170,-6292377908831242304
69,00 00 55.5,-40 42 45,G,SBc,1.06,0.29,18.0,ESO293-29             ESO-LV2930290,-8368379509641097896
721295,00 00 55.5,-30 06 35,G,,0.55,0.4,40.0,,1175835101218214471
1334113,00 00 55.6,+07 54 28,G,,0.53,0.08,136.0,,2412325845780087615
593068,00 00 55.6,-39 52 18,G,,0.53,0.41,6.0,,7748593312074830398
886786,00 00 55.7,-17 13 16,G,,0.4,0.23,5.0,,5979647168893481398
71,00 00 55.7,+34 38 54,GM,Sbc,0.68,0.39,10.0,MCG6-01-003           (CGCG517-11)          (CGCG518-6),568338706065331357
135585,00 00 55.7,-25 54 20,G,,0.84,0.34,,DUKST537-13,1406874956651095378
1090186,00 00 55.8,-02 30 17,G,,0.49,0.22,172.0,,-7176546637211846728
1048430,00 00 55.8,-05 09 54,G,,0.44,0.13,105.0,,-7430080501770004155
518618,00 00 55.8,-46 07 54,G,,0.44,0.22,15.0,,-7253463948773188969
107740,00 00 55.8,-44 45 00,G,,0.47,0.27,12.0,LCRSB235821.7-450142,-6668063270257184507
1917020,00 00 55.9,+30 45 54,G,,0.38,0.1,16.0,,-7893719752817732019
740112,00 00 55.9,-28 34 14,G,,0.48,0.22,146.0,,-6652310385824313529
848759,00 00 56.0,-19 55 04,G,,0.45,0.31,77.0,,-4916405938342379118
655225,00 00 56.0,-34 57 32,G,,0.43,0.09,58.0,,-6589055022475459213
932187,00 00 56.0,-13 51 47,G,,0.49,0.15,138.0,NPM1G-14.0712,8714701940598519507
833707,00 00 56.1,-21 01 32,G,,0.34,0.07,170.0,,4295365142871112540
70,00 00 56.1,+20 20 17,G,Sc,1.25,0.9,110.0,UGC12900              MCG3-01-012           CGCG456-15            FGC2565,-1832730289446999487
67,00 00 56.1,-49 31 18,G,,,,,FAIRALL624,-6789746181237238274
399039,00 00 56.2,-56 34 24,G,,0.66,0.43,63.0,,-4935057701044185859
1213806,00 00 56.2,+02 01 57,G,,0.41,0.07,44.0,,3803509119321298052
107741,00 00 56.2,-44 58 42,G,,0.41,0.2,150.0,LCRSB235822.1-451525,-3163253217732192386
1102028,00 00 56.3,-02 05 23,G,,0.48,0.16,178.0,,3663773008633681632
601921,00 00 56.4,-39 05 32,G,,0.51,0.27,86.0,,2339959769376830288
1027111,00 00 56.4,-06 54 24,G,,0.36,0.09,82.0,,-4665034567292533424
1174786,00 00 56.6,+00 45 46,G,,0.46,0.18,13.0,,-3998155875711538774
1436174,00 00 56.6,+13 37 53,G,,0.38,0.04,,NPM1G+13.0593,-3223431381829750831
2058291,00 00 56.7,+35 01 42,G,,0.47,0.05,,,-4543162735923807449
678157,00 00 56.7,-33 18 13,G,,0.53,0.48,34.0,,-7390252219548932657
477905,00 00 56.8,-49 20 31,G,,0.46,0.26,119.0,,-3608111565477598753
872314,00 00 56.8,-18 07 57,G,,0.53,0.36,,,-241193782868278866
143157,00 00 56.9,-49 56 25,G,,0.68,0.47,140.0,,8203568793683488247
548845,00 00 56.9,-43 25 48,G,,0.72,0.11,162.0,,-4206072139939241710
533027,00 00 57.0,-44 50 45,G,,0.42,0.13,,,2167288116823850245
742295,00 00 57.0,-28 23 17,G,,0.44,0.19,159.0,,8986371325354803793
1045126,00 00 57.1,-05 24 25,G,,0.62,0.48,142.0,,-1006873671587518620
453618,00 00 57.1,-51 41 27,G,,0.44,0.27,33.0,,-5804477098250056847
876170,00 00 57.2,-17 52 06,G,,0.67,0.72,131.0,,-2033944772201091205
296371,00 00 57.2,-67 22 06,G,,0.36,0.03,,,5490907484904978055
366701,00 00 57.2,-60 01 41,G,,0.48,0.38,35.0,,8431042109853752252
741034,00 00 57.4,-28 29 35,G,,0.6,0.46,59.0,,-8036312091338696358
774763,00 00 57.4,-25 48 54,G,,0.33,0.11,66.0,,-5382773748477171763
1827563,00 00 57.4,+28 08 39,G,,0.59,0.05,63.0,,-5913445327185343169
301305,00 00 57.7,-66 51 37,G,,0.75,0.51,112.0,,2514356014344874344
72,00 00 57.7,+02 52 42,G,,0.44,,,KAZ580,8915959292901526958
616418,00 00 57.7,-37 51 57,G,,0.29,0.02,,,-5740833703150131119
2031816,00 00 57.8,+33 25 38,G,,0.49,0.16,86.0,,5550345035786260710
632342,00 00 57.8,-36 48 36,G,,0.39,0.2,1.0,,8324862889873148575
771562,00 00 57.9,-26 05 59,G,,0.55,0.18,28.0,,-6744442583064296155
621434,00 00 58.0,-37 32 58,G,,0.33,0.03,,,8164404088613772112
714473,00 00 58.0,-30 39 55,G,,0.51,0.27,166.0,,-5290610003575150338
947456,00 00 58.0,-12 47 51,G,,0.38,0.2,124.0,,1823147890433645149
1971533,00 00 58.0,+31 55 41,G,,0.65,0.42,24.0,,-6893444077488765415
2082132,00 00 58.0,+36 31 21,G,,0.43,0.14,11.0,,2853317836706700963
871269,00 00 58.1,-18 12 13,G,,0.37,0.14,88.0,,2089010509101146944
783590,00 00 58.1,-25 00 52,G,,0.49,0.13,84.0,,6343498578192178096
74,00 00 58.1,+33 20 38,G,Sc,0.62,0.07,124.0,KUG2358+330           KAZ238                NPM1G+33.0512,5212999526881860958
215434,00 00 58.2,-87 59 35,G,,0.54,0.36,62.0,,-7598326879900147024
1837090,00 00 58.2,+28 29 00,G,,0.61,0.12,68.0,,-8429823332042089546
2794836,00 00 58.3,-39 50 11,G,,,,,,-688578443106969298
2794837,00 00 58.3,-39 45 58,G,,,,,,-6937675933390075421
882823,00 00 58.3,-17 27 47,G,,0.5,0.1,164.0,,6435497282818313093
1681425,00 00 58.3,+23 05 59,G,,0.68,0.52,165.0,,921750970593955586
550059,00 00 58.4,-43 20 01,G,,0.72,0.43,103.0,,2838375850918729210
1060545,00 00 58.4,-04 16 19,G,,0.56,0.24,47.0,,-5932565846235324526
73,00 00 58.4,-33 36 43,G,Sc,1.07,0.07,105.0,ESO349-17             MCG-6-01-013          ESO-LV3490170,-1515590493946344772
863454,00 00 58.6,-18 48 37,G,,0.37,0.13,15.0,,9075025775002980012
803489,00 00 58.7,-23 12 30,G,,0.49,0.38,56.0,,409888119848725492
637963,00 00 58.8,-36 20 17,G,,0.42,0.25,135.0,,4234970184230588678
1680416,00 00 58.8,+23 02 38,G,,0.54,0.26,88.0,,8305741257097319353
141433,00 00 58.8,-60 49 56,G,,,,,,3777865469844688071
2794838,00 00 58.8,-40 21 56,G,,,,,,2637357662979766061
772860,00 00 58.8,-25 59 18,G,,0.37,0.05,107.0,,2353988478430650582
95280,00 00 58.9,-27 31 31,G,Sc,0.79,0.38,55.0,DUKST409-27,6499227915466060481
493237,00 00 58.9,-47 57 25,G,,0.59,0.2,150.0,,-8984820734802578755
578544,00 00 58.9,-41 09 18,G,,0.61,0.29,79.0,,-4008542029507969927
634510,00 00 59.0,-36 37 52,G,,0.42,0.08,173.0,,4250561602685548372
76,00 00 59.0,+28 54 43,G,SBb,1.11,0.39,44.0,UGC12901              MCG5-01-023           CGCG499-35            CGCG498-63,-1953412637297683188
1126554,00 00 59.0,-01 06 30,G,,0.46,0.14,80.0,,4484262654101480974
488070,00 00 59.1,-48 22 18,G,,0.47,0.28,110.0,,4014860275638439050
295616,00 00 59.1,-67 26 14,G,,0.6,0.28,176.0,,-6070283757216398050
2013721,00 00 59.1,+32 49 28,G,,0.41,0.17,176.0,,-419121998019221902
741820,00 00 59.3,-28 25 35,G,,0.39,0.07,54.0,,-2628383062113410336
1100038,00 00 59.3,-02 09 42,G,,0.36,0.1,38.0,,4864014963129660756
1403886,00 00 59.3,+12 06 23,G,,0.5,0.15,83.0,,-7184214768432475034
891111,00 00 59.4,-16 57 09,G,,0.43,0.29,118.0,,-7573695195910053760
1716452,00 00 59.5,+24 47 22,G,,0.57,0.15,81.0,,4176358140583511459
782756,00 00 59.5,-25 05 34,G,,0.6,0.05,126.0,,1735947145756522338
1732549,00 00 59.6,+25 19 21,G,,0.36,0.15,61.0,,-1343358371387201866
1894575,00 00 59.6,+30 12 33,G,,0.44,0.05,135.0,,-4874778966698854704
1060057,00 00 59.6,-04 18 21,G,,0.65,0.19,84.0,NPM1G-04.0683,-9113628391606126234
645889,00 00 59.7,-35 40 50,G,,0.47,0.25,55.0,,2839178709250541163
130019,00 00 59.8,-44 32 43,G,Sc,0.83,0.18,173.0,,-3119672094884349421
2053124,00 00 59.8,+34 41 45,G,,0.4,0.11,87.0,,-8120121320370383642
2445683,00 00 59.8,+53 36 12,G,,0.54,0.19,102.0,,-6917129377690860974
749105,00 00 59.9,-27 50 36,G,,0.46,0.05,150.0,,-8568738346185581702
818537,00 01 00.0,-22 08 57,G,,0.5,0.04,,,5594074757161971553
890935,00 01 00.1,-16 57 53,G,,0.49,0.14,161.0,,-4995874288952578723
599021,00 01 00.1,-39 21 33,G,,0.34,0.03,,,-4495990640958618599
938760,00 01 00.1,-13 22 43,G,,0.36,0.1,174.0,,6279864128948503804
597021,00 01 00.2,-39 32 28,G,,0.52,0.24,137.0,,29324886830406294
988885,00 01 00.2,-09 36 13,G,,0.33,0.09,48.0,,7381588113607451617
420467,00 01 00.3,-54 20 01,G,,0.48,0.35,54.0,,450665644883540114
641802,00 01 00.4,-36 01 02,G,,0.44,0.03,,,-989911175365498549
1809231,00 01 00.4,+27 28 26,G,,0.36,0.12,109.0,,-2658346174406257664
415421,00 01 00.5,-54 49 34,G,,0.32,0.03,,,-305269936183287809
81,00 01 00.5,+06 14 34,G,SO,1.08,0.23,54.0,NGC7802               UGC12902              MCG1-01-008           CGCG408-7,9097950620357942223
95119,00 01 00.5,-40 48 05,G,E-SO,0.62,0.39,103.0,,-1619770311643943448
651766,00 01 00.5,-35 13 03,G,,0.59,0.26,177.0,,7154758407705925943
107482,00 01 00.6,-41 44 58,G,,,,,LCRSB235826.8-420139,2769596131224031190
701470,00 01 00.6,-31 45 22,G,,0.46,0.35,16.0,,523957690951010095
130889,00 01 00.6,-37 54 30,G,Sc,0.7,0.11,73.0,,-531609172559719201
661309,00 01 00.6,-34 30 26,G,,0.49,0.21,4.0,,2983737543784700246
829363,00 01 00.7,-21 21 18,G,,0.48,0.22,18.0,,-224587434970070420
835367,00 01 00.7,-20 54 18,G,,0.5,0.28,101.0,,-5914865617305339901
1231205,00 01 00.7,+02 34 30,G,,0.44,0.27,54.0,,-61049597928933745
287950,00 01 00.8,-68 09 29,G,,0.71,0.42,163.0,,-2927752425134168813
852413,00 01 00.8,-19 38 48,G,,0.43,0.28,56.0,,2273654557231370659
545057,00 01 00.9,-43 45 15,G,,0.79,0.35,164.0,,4285059825764541713
543689,00 01 00.9,-43 51 36,G,,0.73,0.02,,,162527971222245985
2118360,00 01 00.9,+38 07 13,G,,0.51,0.1,89.0,,4291561208416792320
846456,00 01 01.0,-20 05 19,G,,0.39,0.14,63.0,,5885309471157129945
1843801,00 01 01.0,+28 42 52,G,,0.56,0.04,,,6063338921555803173
808449,00 01 01.0,-22 49 06,G,,0.35,0.06,82.0,,-6630876581348144764
2799446,00 01 01.1,-35 50 28,G,,,,,,-8078023451779595978
596558,00 01 01.1,-39 34 42,G,,0.47,0.19,101.0,,9189247601813463729
715074,00 01 01.2,-30 36 55,G,,0.48,0.06,135.0,,6934759156596285191
107742,00 01 01.2,-44 25 08,G,,,,,LCRSB235827.3-444149,7270550121819105918
132746,00 01 01.3,-31 23 10,G,E,0.89,0.26,172.0,,4029388159028415523
516119,00 01 01.4,-46 20 47,G,,0.58,0.16,8.0,,-3919019991023251668
489351,00 01 01.4,-48 15 47,G,,0.42,0.11,21.0,,3471407412855853639
930478,00 01 01.5,-13 59 24,G,,0.41,0.18,159.0,,-6722211835549558298
250041,00 01 01.5,-74 27 07,G,,0.52,0.35,26.0,,-282032848976035695
1923011,00 01 01.6,+30 54 11,G,,0.46,0.22,139.0,,-5709370519460507501
572050,00 01 01.6,-41 47 15,G,,0.41,0.23,8.0,,-5615497389082440388
719337,00 01 01.6,-30 16 02,G,,0.55,0.04,,,7741575890106403613
534824,00 01 01.7,-44 40 26,G,,0.4,0.24,51.0,,-5346401769113920884
2052904,00 01 01.7,+34 40 53,G,,0.37,0.04,,,8421470481597301979
1834823,00 01 01.7,+28 24 21,G,,0.46,0.1,165.0,,788701375109197254
2052348,00 01 01.7,+34 38 38,G,,0.46,0.12,121.0,,4936322383163238009
602431,00 01 01.7,-39 02 37,G,,0.47,0.07,130.0,,6894414959798113098
3095390,00 01 01.7,-02 15 42,G,,,,,,-60355833996164750
544920,00 01 01.8,-43 45 55,G,,0.46,0.22,48.0,,6448719232529183397
609369,00 01 02.0,-38 24 18,G,,0.53,0.1,119.0,,-6518576060855849887
95420,00 01 02.0,-43 20 07,G,SO-a,0.78,0.0,,,-2872681760959027112
855942,00 01 02.0,-19 23 17,G,,0.43,0.19,138.0,,-813158936614872564
2796244,00 01 02.1,+58 42 24,G,,0.17,0.17,,ZOAG116.42-3.53,4967763709905477056
554427,00 01 02.2,-43 00 45,G,,0.41,0.03,,,-903916191323529989
895012,00 01 02.2,-16 41 08,G,,0.67,0.09,115.0,NPM1G-16.0636,2855740808945674445
647168,00 01 02.3,-35 34 45,G,,0.52,0.36,44.0,,3727614014527126138
764649,00 01 02.3,-26 43 19,G,,0.45,0.22,,,-5726530286503683819
124801,00 01 02.3,-38 41 31,G,,0.61,0.43,58.0,LCRSB235828.5-385814,8086262640326107728
124802,00 01 02.4,-38 36 45,G,,,,,LCRSB235828.5-385326,2580039910179136433
95120,00 01 02.5,-40 48 10,M,,0.8,0.19,76.0,DUKST348-43,6531605824028522800
542412,00 01 02.5,-43 57 49,G,,0.41,0.06,163.0,,5370267589985676360
629282,00 01 02.6,-37 02 20,G,,0.37,0.2,56.0,,-7870211134365153113
1551812,00 01 02.6,+18 09 36,G,,0.63,0.35,37.0,,5007310908061600569
1730460,00 01 02.6,+25 15 31,G,,0.44,0.11,102.0,,4398769343864789412
621297,00 01 02.6,-37 33 26,G,,0.57,0.23,41.0,,-3157923773433183052
771271,00 01 02.7,-26 07 27,G,,0.64,0.34,83.0,,1418575541708962875
1147893,00 01 02.7,-00 15 27,G,,0.41,0.24,65.0,,-7679886957949842946
75,00 01 02.7,-43 19 51,G,E,1.15,0.09,172.0,ESO241-10             MCG-7-01-006          ESO-LV2410100,5754818555182274238
498045,00 01 02.8,-47 38 47,G,,0.49,0.18,94.0,,2712767044863062992
771694,00 01 03.0,-26 05 21,G,,0.31,0.08,172.0,,-5398892439811459070
143159,00 01 03.0,-43 56 19,G,,0.72,0.44,87.0,,7027646873948982314
1014898,00 01 03.1,-07 40 35,G,,0.53,0.31,97.0,,-8628024182060332367
198763,00 01 03.2,-29 18 28,G,,0.7,0.17,167.0,DUKST409-32,-9209650363217552584
2425316,00 01 03.2,+52 51 04,G,,0.52,0.17,76.0,,-2007673976680500966
1192083,00 01 03.2,+01 20 53,G,,0.63,0.46,75.0,,4792663601902161528
2739545,00 01 03.3,+70 56 14,G,,0.47,0.32,98.0,,7097412120695069417
2794839,00 01 03.3,-39 37 37,G,,,,,,3557866797275807391
458990,00 01 03.4,-51 10 40,G,,0.44,0.19,174.0,,-8030557877059292504
736164,00 01 03.4,-28 53 22,G,,0.47,0.37,140.0,,5620244501003076594
73205,00 01 03.4,+09 00 33,G,Sc,0.73,0.1,78.0,KUG2358+087,-2186956885912680489
372546,00 01 03.4,-59 17 20,G,,0.34,0.12,84.0,,-3636642993494200369
2391137,00 01 03.5,+51 15 31,G,,0.45,0.25,104.0,,-1401852831273652675
1529295,00 01 03.5,+17 17 30,G,,0.49,0.23,61.0,,8281410959751532525
541045,00 01 03.6,-44 05 10,G,,0.32,0.03,,,8241279606164859794
77,00 01 03.6,+34 39 13,GM,,0.93,0.01,,MCG6-01-004           (CGCG517-11)          (CGCG518-6),8646832548507958308
632232,00 01 03.7,-36 49 10,G,,0.62,0.1,64.0,,-2595171110540058292
735715,00 01 03.8,-28 55 33,G,,0.5,0.28,9.0,,623144050217344987
868194,00 01 04.2,-18 26 02,G,,0.42,0.12,174.0,,1573865761497741493
2059693,00 01 04.2,+35 07 09,G,,0.54,0.22,177.0,,1549701299701110952
910354,00 01 04.3,-15 30 13,G,,0.41,0.21,166.0,,9172565716028637844
782669,00 01 04.4,-25 06 02,G,,0.49,0.39,134.0,,-4489444508927127451
914859,00 01 04.4,-15 10 00,G,,0.47,0.14,71.0,,-8189102466202157994
557556,00 01 04.4,-42 48 57,G,,0.5,0.38,161.0,,-5757114065378570821
129181,00 01 04.4,-51 44 11,G,SO-a,0.7,0.06,36.0,,151953542945552718
2794840,00 01 04.5,-39 52 12,G,,,,,,8340425668725752904
79,00 01 04.5,+04 30 05,GM,,0.82,0.08,14.0,IC5374                MCG1-01-010           CGCG408-8             KUG2358+042           KPG601A,6114789960014900042
615394,00 01 04.6,-37 56 06,G,,0.55,0.33,142.0,,2687969824722935818
763757,00 01 04.6,-26 47 48,G,,0.41,0.28,52.0,,4819612644775456669
642518,00 01 04.7,-35 57 21,G,,0.54,0.33,2.0,,-4058702199739949716
550361,00 01 04.7,-43 18 36,G,,0.36,0.06,119.0,,2226509894952437946
