PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,frame_hash
95112,00 00 14.1,-47 07 36,G,Sab,0.64,0.46,100.0,,1005698085801453204
238518,00 00 14.1,-76 52 25,G,,0.8,0.57,100.0,,7364693191600673096
166785,00 00 14.1,+70 02 00,G,Sc,0.8,0.64,119.0,IRAS23576+6945,-3075867858013213727
198088,00 00 14.2,-26 43 51,G,,0.85,0.17,71.0,DUKST537-6,-903987685972690946
198096,00 00 14.3,-25 14 43,G,,0.7,0.03,,DUKST537-31,2224141573831171890
650709,00 00 14.3,-35 17 49,G,,0.34,0.11,121.0,,6829323744129439040
2048278,00 00 14.4,+34 22 53,G,,0.59,0.29,95.0,,-9171696733647299204
925801,00 00 14.4,-14 20 34,G,,0.47,0.04,,,655883224635516658
1340887,00 00 14.5,+08 10 38,G,,0.65,0.01,,,-1614962613237800348
915872,00 00 14.6,-15 05 25,G,,0.4,0.13,79.0,,4013971596413803705
1827236,00 00 14.6,+28 08 00,G,,0.47,0.17,167.0,,-1100932759127115609
766007,00 00 14.6,-26 36 30,G,,0.67,0.5,4.0,,5505929540771381509
756302,00 00 14.6,-27 20 58,G,,0.76,0.53,134.0,,2805018280529994042
1727704,00 00 14.7,+25 10 25,G,,0.42,0.12,80.0,,-8730979721141628587
780777,00 00 14.7,-25 16 29,G,,0.36,0.08,168.0,,-4526802457456413369
1172415,00 00 14.7,+00 40 28,G,,0.41,0.07,11.0,,2367464969001361839
24,00 00 14.8,+32 49 55,G,,0.71,0.06,136.0,IC5371                CGCG499-30            CGCG498-58            !KAZ234,-6368123536208420997
607516,00 00 14.9,-38 34 22,G,,0.35,0.13,44.0,,-6560942338974984460
504286,00 00 14.9,-47 15 12,G,,0.52,0.43,98.0,,-7380567018278503063
579816,00 00 14.9,-41 01 43,G,,0.43,0.26,155.0,,325072968340029140
394523,00 00 15.0,-57 03 10,G,,0.75,0.3,15.0,,2032142833993102204
265852,00 00 15.2,-72 02 51,G,,0.44,0.16,55.0,,3683153268818269927
890148,00 00 15.2,-17 00 48,G,,0.68,0.07,63.0,NPM1G-17.0526,7936999005619828309
778443,00 00 15.3,-25 29 02,G,,0.5,0.22,35.0,,-8892930207331725544
767985,00 00 15.4,-26 25 26,G,,0.76,0.71,84.0,,4186387942919456398
894165,00 00 15.4,-16 44 37,G,,0.38,0.1,106.0,,1782264804202814970
741436,00 00 15.5,-28 27 28,G,,0.58,0.47,66.0,,-905196281580547620
810229,00 00 15.5,-22 41 45,G,,0.44,0.28,70.0,,-453721424183141062
547635,00 00 15.5,-43 31 58,G,,0.37,0.13,120.0,,1025921711823518840
1004569,00 00 15.6,-08 22 14,G,,0.39,0.24,47.0,,6923448469227339249
1963458,00 00 15.7,+31 46 07,G,,0.38,0.14,58.0,,-742764159679612769
1986415,00 00 15.7,+32 13 09,G,,0.44,0.19,178.0,,-8823421580181792216
278651,00 00 15.7,-69 31 34,G,,0.54,0.27,35.0,,-922715096304467054
3080166,00 00 15.7,-08 53 28,G,,0.72,0.34,54.0,,-3160324969246358478
19,00 00 15.7,-72 11 10,GM,,0.62,0.36,176.0,(ESO50-5)             ESO-LV500050,6008441593866782636
518922,00 00 15.8,-46 06 21,G,,0.4,0.17,112.0,,-1941051316043094835
230557,00 00 15.8,-79 19 09,G,,0.75,0.49,81.0,,4571723785906519484
660740,00 00 15.8,-34 33 05,G,,0.45,0.14,62.0,,6346973113355755751
775588,00 00 15.9,-25 44 21,G,,0.45,0.11,103.0,,-152910718743977973
781846,00 00 15.9,-25 10 37,G,,0.45,0.29,21.0,,2209382189354060017
1034808,00 00 15.9,-06 16 16,G,,0.62,0.28,116.0,,-5343232588166441550
1526695,00 00 15.9,+17 11 12,G,,0.37,0.12,84.0,,-8587458581466635558
1657244,00 00 16.0,+21 47 10,G,,0.32,0.05,42.0,,856272338232827094
1120764,00 00 16.0,-01 21 07,G,,0.44,0.11,6.0,,-335591103519295045
1990073,00 00 16.0,+32 17 36,G,,0.62,0.11,77.0,,-8284968988432190991
395075,00 00 16.2,-56 59 49,G,,0.33,0.03,,,-8801940191598455856
506542,00 00 16.2,-47 06 13,G,,0.45,0.1,113.0,,5086005196120561691
967889,00 00 16.2,-11 16 10,G,,0.58,0.06,29.0,,890666246555714672
2801010,00 00 16.2,+32 47 33,G,,,,,NPM1G+32.0621,7557647804906023112
1965457,00 00 16.3,+31 48 25,G,,0.38,0.13,100.0,,5528692829160329509
648244,00 00 16.3,-35 29 37,G,,0.56,0.27,127.0,,5874407737468219608
328586,00 00 16.3,-63 50 58,G,,0.49,0.24,39.0,,-2569563379622293216
590308,00 00 16.3,-40 05 27,G,,0.43,0.22,162.0,,-1158518185940070322
143119,00 00 16.4,-61 14 03,G,,,,,,3980362374737864256
661574,00 00 16.4,-34 29 15,G,,0.38,0.2,174.0,,4255701849063296067
73201,00 00 16.6,+14 43 58,G,,0.48,0.22,33.0,KUG2357+14421,-3662527514943128468
1084282,00 00 16.6,-02 43 50,G,,0.47,0.21,76.0,,-4612430811379591247
304957,00 00 16.6,-66 24 42,G,,0.4,0.23,116.0,,5492949980882603223
143120,00 00 16.7,-66 24 31,G,,0.7,0.28,6.0,,-5779183685594582613
480675,00 00 16.7,-49 04 46,G,,0.31,0.07,123.0,,2725163287127502996
949103,00 00 16.7,-12 41 17,G,,0.73,0.47,13.0,,2151439664274629160
21,00 00 16.8,-02 38 23,G,,0.5,0.2,36.0,VIIIZw494,-4799678338609360948
662320,00 00 16.9,-34 26 20,G,,0.56,0.28,18.0,,-4675465638336462396
2057778,00 00 17.0,+34 59 47,G,,0.72,0.06,17.0,,-8188201604440342187
1301251,00 00 17.0,+06 28 06,G,,0.6,0.08,105.0,,-205927100030677476
73202,00 00 17.1,+25 42 38,G,Sc,0.76,0.44,172.0,KUG2357+254,6153726902894864616
374455,00 00 17.2,-59 02 03,G,,0.6,0.14,101.0,,-4712906589784584380
1014414,00 00 17.2,-07 42 13,G,,0.52,0.09,7.0,,-920318283067486459
1980187,00 00 17.2,+32 05 59,G,,0.37,0.09,54.0,,4057134746690214506
417060,00 00 17.3,-54 40 35,G,,0.51,0.08,115.0,,-545083280715141891
431962,00 00 17.3,-53 16 03,G,,0.48,0.37,114.0,,-1888651442030512179
1948053,00 00 17.3,+31 27 23,G,,0.38,0.09,29.0,,-2770085092221003995
22,00 00 17.3,-72 10 12,GM,,0.33,0.13,164.0,(ESO50-5)             ESO-LV500051,9117023185702944099
1979701,00 00 17.4,+32 05 24,G,,0.53,0.09,72.0,,7917262293751244104
1806974,00 00 17.4,+27 24 02,G,,0.58,0.1,110.0,,-5015723387079879230
352616,00 00 17.5,-61 45 58,G,,0.5,0.3,24.0,,-6376613055024488804
2433446,00 00 17.5,+53 09 53,G,,0.53,0.06,125.0,,-4932630045529832945
403300,00 00 17.5,-56 04 57,G,,0.53,0.46,92.0,,1710533933637372099
2209596,00 00 17.6,+42 56 53,G,,0.4,0.25,113.0,,7016938199401124465
731035,00 00 17.6,-29 17 43,G,,0.43,0.18,16.0,,8806912256907749472
1093672,00 00 17.7,-02 22 56,G,,0.78,0.12,108.0,NPM1G-02.0535,-4244152326601955556
143122,00 00 17.7,-40 04 25,G,,0.61,0.13,155.0,,3192623167209919935
734104,00 00 17.8,-29 02 48,G,,0.57,0.33,124.0,,5414188366094136344
2020089,00 00 17.8,+32 59 55,G,,0.6,0.38,4.0,,7340961021698737693
607328,00 00 17.8,-38 35 27,G,,0.47,0.18,118.0,,-4692586919693222161
126710,00 00 17.8,-38 40 29,G,,0.4,0.26,10.0,LCRSB235743.8-385711,-3751935145213730450
2151673,00 00 18.1,+39 32 45,G,,0.6,0.33,102.0,,7540708418715047880
791336,00 00 18.1,-24 18 26,G,,0.44,0.2,140.0,,8324251020317763438
778129,00 00 18.1,-25 30 40,G,,0.37,0.08,121.0,,1374342710596036758
2396869,00 00 18.1,+51 36 21,G,,0.79,0.43,96.0,,4594740409699099310
129157,00 00 18.1,-47 29 23,G,Sc,0.82,0.31,100.0,,6805706238772382962
2148430,00 00 18.2,+39 21 45,G,,0.51,0.06,163.0,,8855114417779703702
781945,00 00 18.4,-25 10 05,G,,0.35,0.06,143.0,,-7770202498835461584
341582,00 00 18.5,-62 39 26,G,,0.6,0.43,79.0,,3771163558238940112
905308,00 00 18.5,-15 52 41,G,,0.48,0.23,25.0,,-7238143838771645918
89490,00 00 18.5,-60 53 45,G,,0.67,0.21,112.0,,3187161154306741058
777956,00 00 18.5,-25 31 33,G,,0.34,0.1,74.0,,2066246574330777428
143125,00 00 18.6,-40 05 38,G,,0.64,0.27,53.0,,-7067401066879886896
578757,00 00 18.7,-41 08 04,G,,0.31,0.04,,,-4590459022464130149
770891,00 00 18.7,-26 09 26,G,,0.48,0.14,51.0,,-5396378951496662554
2018574,00 00 18.7,+32 57 15,G,,0.42,0.05,48.0,,-4036306381840794728
143123,00 00 18.8,-54 01 56,G,,0.67,0.3,127.0,,5002436864549299316
2401859,00 00 18.8,+51 52 48,G,,0.46,0.07,30.0,,1212943966572477513
1993041,00 00 18.8,+32 21 18,G,,0.38,0.06,171.0,,-6566318150171449258
1342968,00 00 18.9,+08 15 32,G,,0.6,0.19,14.0,,5872892909080566646
143124,00 00 18.9,-44 12 42,G,,0.96,0.21,2.0,,-8146939066129542875
278590,00 00 18.9,-69 32 10,G,,0.51,0.31,78.0,,-4946906111090939749
812093,00 00 19.0,-22 34 34,G,,0.37,0.09,14.0,,-7345137765788972608
313520,00 00 19.1,-65 25 05,G,,0.35,0.13,109.0,,9011934286616047484
738804,00 00 19.1,-28 40 44,G,,0.35,0.12,39.0,,8445202878437335271
2116385,00 00 19.2,+38 02 39,G,,0.51,0.1,55.0,,-8993313653032113833
699106,00 00 19.2,-31 56 12,G,,0.62,0.38,46.0,,-9131454561761466992
299294,00 00 19.2,-67 05 15,G,,0.43,0.09,163.0,,1518812590282703203
988475,00 00 19.3,-09 37 56,G,,0.4,0.17,163.0,,-768121742861479399
25,00 00 19.3,+22 59 26,GM,,0.94,0.26,33.0,(UGC12891)            MCG4-01-007           CGCG477-37            CGCG478-9             ARP249                VV186                 IVZw177,-2784192565714700558
369318,00 00 19.4,-59 42 39,G,,0.65,0.54,85.0,,3040630728985028507
907090,00 00 19.4,-15 44 33,G,,0.55,0.21,61.0,,3824995778158343102
2390150,00 00 19.5,+51 12 10,G,,0.36,0.05,22.0,,5257798972237927915
367171,00 00 19.5,-59 58 24,G,,0.37,0.06,170.0,,8552863352703569512
476052,00 00 19.5,-49 30 59,G,,0.69,0.65,157.0,,-1547716143697197754
2118111,00 00 19.6,+38 06 42,G,,0.55,0.34,67.0,,2622168074990821521
764100,00 00 19.6,-26 46 04,G,,0.32,0.0,,,3419656609105276877
987682,00 00 19.7,-09 41 43,G,,0.51,0.27,79.0,,4832236967757375356
503501,00 00 19.7,-47 18 20,G,,0.39,0.16,116.0,,7623047221439091396
906020,00 00 19.8,-15 49 25,G,,0.46,0.11,129.0,,-3829546001743292015
1041530,00 00 19.8,-05 41 40,G,,0.47,0.27,177.0,,-6484138977084564858
200388,00 00 19.8,+22 59 37,GM,,,,,(UGC12891),4409110116888576075
1978083,00 00 19.9,+32 03 23,G,,0.51,0.18,176.0,,-7101581851697688767
1036000,00 00 20.0,-06 10 03,G,,0.3,0.02,,,-8185450179943386234
594862,00 00 20.0,-39 43 32,G,,0.54,0.05,,,8290848530357449488
130914,00 00 20.1,-39 48 43,G,Sc,0.62,0.14,17.0,,391516941408031688
1960672,00 00 20.1,+31 42 57,G,,0.59,0.08,66.0,NPM1G+31.0506,-529208842957102125
502100,00 00 20.2,-47 23 34,G,,0.62,0.34,167.0,,5354078767754052988
1451499,00 00 20.4,+14 11 18,G,,0.69,0.41,162.0,,2805418553786228829
748360,00 00 20.4,-27 53 56,G,,0.84,0.31,120.0,,-6749925979638140260
720430,00 00 20.5,-30 10 46,G,,0.4,0.23,55.0,,-9155817548234560086
1070798,00 00 20.5,-03 28 30,G,,0.68,0.14,60.0,,-5949266114492157170
746669,00 00 20.7,-28 01 58,G,,0.48,0.28,114.0,,-2933516483665008845
1982673,00 00 20.7,+32 08 56,G,,0.51,0.08,2.0,,-5740032335163237315
712104,00 00 20.8,-30 51 31,G,,0.58,0.3,130.0,,-1558274491067351265
1381360,00 00 20.9,+10 34 06,G,,0.39,0.07,173.0,,-6600473624626788673
1314597,00 00 20.9,+07 08 02,G,,0.61,0.07,87.0,,-3117393997133802999
2437681,00 00 20.9,+53 19 07,G,,0.65,0.17,47.0,,-8244863208140413528
1160032,00 00 21.0,+00 12 54,G,,0.44,0.05,143.0,,3156112055780439681
485784,00 00 21.0,-48 35 45,G,,0.41,0.05,,,-3814241227164231494
1679585,00 00 21.0,+22 59 44,G,,0.41,0.11,1.0,,2568699636801848162
1639391,00 00 21.1,+20 56 57,G,,0.38,0.08,14.0,,2370982932967170910
445906,00 00 21.1,-52 18 18,G,,0.44,0.18,98.0,,-6602885420812336578
469077,00 00 21.2,-50 11 03,G,,0.45,0.16,44.0,,-3484633418689220888
127763,00 00 21.2,-59 37 08,G,Sc,0.67,0.05,,,4584516523443779408
2385659,00 00 21.2,+50 57 13,G,,0.54,0.12,74.0,,-1571846856323611162
718193,00 00 21.2,-30 21 29,G,,0.49,0.26,127.0,,-4511240791206696027
778000,00 00 21.3,-25 31 21,G,,0.58,0.44,16.0,,-3783058046492984325
1889993,00 00 21.3,+30 05 37,G,,0.49,0.19,111.0,,6377813146303240346
740371,00 00 21.4,-28 32 49,G,,0.57,0.27,98.0,,7188071368796100415
23,00 00 21.4,-02 36 44,G,E-SO,1.14,0.29,127.0,MCG-1-01-020,-6751603057988849539
2059574,00 00 21.5,+35 06 42,G,,0.59,0.06,164.0,NPM1G+34.0481,764084942662376266
394869,00 00 21.5,-57 01 08,G,,0.41,0.24,45.0,,4813473250664494834
590055,00 00 21.5,-40 06 53,G,,0.43,0.07,20.0,,-1999199564314889385
325387,00 00 21.5,-64 10 39,G,,0.34,0.1,145.0,,8498702064122369867
371489,00 00 21.6,-59 25 39,G,,0.6,0.47,156.0,,-8041771964991501805
717894,00 00 21.6,-30 23 08,G,,0.39,0.11,116.0,,761068388981659230
818925,00 00 21.6,-22 07 18,G,,0.53,0.05,,,-4173628852195788827
929258,00 00 21.6,-14 04 49,G,,0.46,0.06,178.0,,5081937097930461261
758971,00 00 21.6,-27 09 40,G,,0.55,0.37,13.0,,-753487113173965361
598265,00 00 21.6,-39 25 57,G,,0.41,0.16,150.0,,5628504627406811812
1859523,00 00 21.6,+29 13 20,G,,0.45,0.16,49.0,,72375704596313788
755685,00 00 21.7,-27 23 19,G,,0.4,0.15,124.0,,-8847609774426642642
1057366,00 00 21.8,-04 29 59,G,,0.57,0.25,112.0,,6035389846421263719
914509,00 00 21.8,-15 11 32,G,,0.91,0.68,39.0,,-3958297353594748479
475572,00 00 21.8,-49 33 35,G,,0.48,0.09,66.0,,-8744391118001777405
730110,00 00 21.9,-29 22 28,G,,0.74,0.34,36.0,,-3435291597345635417
1833270,00 00 21.9,+28 20 54,G,,0.55,0.24,56.0,,-6686590438142297851
2296455,00 00 21.9,+47 20 20,G,,0.4,0.21,28.0,,-3592216948135047563
2437030,00 00 22.1,+53 17 40,G,,0.79,0.3,65.0,,583678539622874867
504356,00 00 22.1,-47 14 56,G,,0.43,0.24,96.0,,-1437775422843024411
143128,00 00 22.2,-01 37 47,G,,0.82,0.48,180.0,,4548016825463347725
2013548,00 00 22.3,+32 49 12,G,,0.56,0.09,138.0,,3361963432013321560
939711,00 00 22.3,-13 18 39,G,,0.49,0.35,57.0,,-801942962205257258
28,00 00 22.3,+20 47 47,G,Sc,0.67,0.11,1.0,KUG2357+20581,-5626227512685168507
1504473,00 00 22.4,+16 15 19,G,,0.56,0.13,132.0,NPM1G+15.0634,6136685840709944790
308519,00 00 22.4,-65 58 30,G,,0.43,0.1,20.0,,3702480109232314983
30,00 00 22.4,-80 47 34,G,SBbc,1.15,0.08,3.0,ESO12-12              ESO-LV120120          IRAS23577-8104,-6537743692048834141
1630897,00 00 22.4,+20 34 12,G,,0.57,0.08,42.0,,-4241119616488508457
29,00 00 22.4,+34 36 58,G,Sc,0.72,0.06,24.0,CGCG517-10            CGCG518-5,7129098371943327430
2103623,00 00 22.4,+37 33 18,G,,0.52,0.08,36.0,,-94298607705326151
143129,00 00 22.4,-31 48 10,G,,0.75,0.41,88.0,,-2859395417302645584
587196,00 00 22.4,-40 22 11,G,,0.54,0.51,116.0,,-1314743665249908475
1982052,00 00 22.5,+32 08 10,G,,0.41,0.06,60.0,,-3189225751807560960
35,00 00 22.5,+39 29 44,G,Irr,0.94,0.0,,UGC12894,-8916211294633432617
935158,00 00 22.6,-13 38 35,G,,0.51,0.27,10.0,,-5808657238615247732
2051580,00 00 22.6,+34 35 37,G,,0.66,0.15,48.0,,5075690510379311345
2128875,00 00 22.7,+38 30 12,G,,0.53,0.17,176.0,,7818659382558406095
32,00 00 22.8,-49 04 26,GM,,0.65,0.33,133.0,(ESO193-7)            ESO-LV1930070,6800584342477617848
749859,00 00 22.8,-27 47 20,G,,0.51,0.08,54.0,,-275264772588621506
1081722,00 00 22.8,-02 50 14,G,,0.65,0.37,136.0,,-8808490941299898104
791408,00 00 22.8,-24 18 04,G,,0.61,0.08,131.0,,-7185815869768159005
1018288,00 00 22.9,-07 28 42,G,,0.43,0.25,20.0,,3033818547114978456
1501891,00 00 22.9,+16 08 54,G,,0.47,0.16,70.0,,-3569526570132740323
1028522,00 00 23.1,-06 47 59,G,,0.39,0.11,127.0,,-6115851903161634300
143130,00 00 23.1,-35 49 36,G,,0.66,0.33,136.0,,-7158423243092286875
342035,00 00 23.1,-62 37 33,G,,0.34,0.14,30.0,,7874391364979194513
811794,00 00 23.2,-22 35 46,G,,0.42,0.05,,,7086491237697422591
839798,00 00 23.2,-20 34 22,G,,0.42,0.12,78.0,,5984616899277749412
1086746,00 00 23.2,-02 37 47,G,,0.44,0.16,14.0,,-3781052811110993449
511483,00 00 23.2,-46 43 30,G,,0.51,0.32,95.0,,-4821431396664536513
708113,00 00 23.3,-31 11 18,G,,0.56,0.13,77.0,,8513045128489153433
199304,00 00 23.4,-33 45 45,G,,0.68,0.26,122.0,DUKST349-43,372286026051242210
895098,00 00 23.4,-16 40 47,G,,0.86,0.55,60.0,,-3743817327939505432
1642905,00 00 23.4,+21 06 23,G,,0.45,0.09,21.0,,4115852286685797135
1837107,00 00 23.4,+28 29 02,G,,0.55,0.08,139.0,,-1911185401519570621
31,00 00 23.5,-47 01 07,G,SO-a,0.99,0.13,46.0,FAIRALL1061,-119670128455820582
27,00 00 23.5,-06 56 11,G,,0.88,0.3,140.0,MCG-1-01-018          NPM1G-07.0578,1175443713601581044
128405,00 00 23.5,-55 04 02,G,Sc,0.62,0.08,77.0,,-257586735885406170
597907,00 00 23.5,-39 28 01,G,,0.5,0.26,10.0,,-7063346337282105164
1965544,00 00 23.5,+31 48 31,G,,0.49,0.17,171.0,,-321600996965291349
728769,00 00 23.6,-29 29 12,G,,0.48,0.22,121.0,,-3529683661442654984
745817,00 00 23.7,-28 06 11,G,,0.44,0.15,8.0,,-8597353405663915711
143132,00 00 23.8,-30 40 07,G,,0.74,0.5,21.0,DUKST409-68,5157549971783667345
2278914,00 00 23.9,+46 18 24,G,,0.7,0.34,106.0,,-7437871941402216356
811910,00 00 24.0,-22 35 20,G,,0.46,0.18,2.0,,6189723059071134757
650772,00 00 24.1,-35 17 32,G,,0.38,0.15,149.0,,7925884247924356056
165937,00 00 24.2,-52 50 33,G,,0.5,0.25,92.0,IRAS23578-5307,7949259438800625477
560443,00 00 24.2,-42 38 31,G,,0.45,0.27,20.0,,2604617624536129557
1123341,00 00 24.2,-01 14 46,G,,0.39,0.11,96.0,,-2963131329660974737
484167,00 00 24.2,-48 44 57,G,,0.54,0.11,49.0,,6872806373689025160
143133,00 00 24.3,-03 29 59,G,,0.53,0.15,84.0,NPM1G-03.0717,-1736080554843036641
780808,00 00 24.4,-25 16 18,G,,0.5,0.34,79.0,,-8033548232381205587
502378,00 00 24.4,-47 22 32,G,,0.36,0.12,172.0,,545049378299404700
642012,00 00 24.5,-36 00 03,G,,0.34,0.12,133.0,,-2376349446931136953
758993,00 00 24.5,-27 09 33,G,,0.83,0.63,127.0,,-3734212996550974023
762203,00 00 24.5,-26 55 14,G,,0.53,0.26,79.0,,-4153603288659649913
786910,00 00 24.5,-24 42 45,G,,0.48,0.33,31.0,,-7651661997380916162
1988872,00 00 24.5,+32 16 01,G,,0.52,0.22,104.0,,6680668456062959078
1089002,00 00 24.5,-02 32 47,G,,0.39,0.04,,,-6398560552423698564
793870,00 00 24.6,-24 04 34,G,,0.59,0.05,,,-9065502560891374280
2084522,00 00 24.6,+36 39 17,G,,0.59,0.16,38.0,,-5505304860586916242
697123,00 00 24.6,-32 04 59,G,,0.45,0.14,137.0,,-2311867290252428421
1695106,00 00 24.6,+23 51 52,G,,0.33,0.07,89.0,,-6999168132341459436
752023,00 00 24.7,-27 38 17,G,,0.43,0.15,150.0,,-3487760196646193448
1561229,00 00 24.7,+18 29 44,G,,0.7,0.5,149.0,,-3887408969330283046
1651001,00 00 24.8,+21 29 09,G,,0.57,0.09,89.0,,-2336761983413323650
638555,00 00 24.8,-36 17 30,G,,0.57,0.25,113.0,,9028531404750157920
1052459,00 00 24.8,-04 51 48,G,,0.71,0.38,137.0,NPM1G-05.0713,3625127109176602711
517088,00 00 24.8,-46 15 34,G,,0.39,0.22,32.0,,1228704480368593996
1815271,00 00 24.9,+27 41 19,G,,0.42,0.11,180.0,,5939522134326575865
3092892,00 00 24.9,-05 04 53,G,,,,,NPM1G-05.0714,8192049712729811211
718823,00 00 24.9,-30 18 19,G,,0.41,0.06,83.0,,-5999599051249280970
129156,00 00 25.0,-47 21 54,M,,0.88,0.23,158.0,,7181284354190693297
540577,00 00 25.0,-44 07 43,G,,0.48,0.17,84.0,,-2488751425716864654
133641,00 00 25.0,-26 02 39,G,Sc,0.96,0.68,151.0,,-3104714838284398782
584590,00 00 25.1,-40 35 51,G,,0.39,0.14,84.0,,-809487865181265927
1716998,00 00 25.2,+24 48 30,G,,0.48,0.09,144.0,,-8861707602973417236
507382,00 00 25.2,-47 02 27,G,,0.4,0.23,123.0,,6377128299573223657
39,00 00 25.2,+07 51 17,G,SBab,0.96,0.1,153.0,UGC12892              MCG1-01-007           CGCG408-6,7798861006121454636
1983820,00 00 25.2,+32 10 15,G,,0.54,0.26,40.0,,2765390488597963028
539939,00 00 25.2,-44 11 15,G,,0.36,0.05,150.0,,-4637951379359123876
472989,00 00 25.3,-49 48 28,G,,0.42,0.16,87.0,,-2302119473447146320
781649,00 00 25.4,-25 11 41,G,,0.5,0.03,,,-3871022407424285437
1087581,00 00 25.5,-02 35 57,G,,0.52,0.49,52.0,,6454460355585015313
450694,00 00 25.6,-51 56 54,G,,0.4,0.2,77.0,,-7216667209226441234
753984,00 00 25.6,-27 30 15,G,,0.69,0.05,2.0,,172405278890473318
654123,00 00 25.8,-35 02 19,G,,0.6,0.16,142.0,,-1500116345959927775
475237,00 00 25.9,-49 35 34,G,,0.54,0.15,72.0,,-4561382470753907308
753193,00 00 25.9,-27 33 23,G,,0.39,0.17,78.0,,-4004665952234539485
41,00 00 26.0,-05 46 39,GM,,0.46,0.14,107.0,(VIIIZw495),-4476161121436276701
2277671,00 00 26.1,+46 13 57,G,,0.46,0.15,17.0,,8510994947344736878
732861,00 00 26.1,-29 08 25,G,,0.39,0.11,96.0,,7957709294060099728
662640,00 00 26.1,-34 24 55,G,,0.47,0.22,87.0,,4237872524814488088
1679034,00 00 26.1,+22 57 42,G,,0.37,0.16,158.0,,1290196697075211795
34,00 00 26.1,-49 04 31,GM,SO-a,0.7,0.1,125.0,(ESO193-7)            ESO-LV1930071,-6604566067213311536
2429781,00 00 26.1,+53 01 20,G,,0.35,0.06,101.0,,3124811008104951402
1019177,00 00 26.1,-07 25 41,G,,0.61,0.52,135.0,,2430202524562186997
501613,00 00 26.1,-47 25 22,G,,0.47,0.25,1.0,,7584167195100554061
281298,00 00 26.1,-69 06 31,G,,0.4,0.12,94.0,,3023269284343741468
793749,00 00 26.2,-24 05 14,G,,0.88,0.68,108.0,,-1689247030100546786
469975,00 00 26.2,-50 05 35,G,,0.52,0.03,,,5308894059135524970
1659547,00 00 26.3,+21 54 08,G,,0.58,0.24,165.0,,8809389187504347470
1088342,00 00 26.3,-02 34 20,G,,0.63,0.14,114.0,,1357657500088300156
1170206,00 00 26.4,+00 35 50,G,,0.43,0.21,6.0,,5082430681649997374
771163,00 00 26.4,-26 08 03,G,,0.4,0.2,85.0,,-3785158254300267940
622817,00 00 26.5,-37 27 36,G,,0.39,0.16,30.0,,6937256557643241422
717730,00 00 26.5,-30 23 55,G,,0.45,0.14,7.0,,1405446564324017185
781825,00 00 26.5,-25 10 43,G,,0.45,0.13,76.0,,-4479996227028169879
761737,00 00 26.5,-26 57 21,G,,0.37,0.15,29.0,,-4585750332955876805
124870,00 00 26.6,-39 27 30,G,,0.53,0.08,105.0,LCRSB235752.7-394413,1925387851202994522
687937,00 00 26.7,-32 40 33,G,,0.33,0.05,1.0,,6565005560361551942
33,00 00 26.7,-18 50 31,G,SBab,0.86,0.16,37.0,NGC7807               ESO538-15             ESO-LV5380150,1273256797859384254
42,00 00 26.9,-42 32 51,G,,0.64,0.22,63.0,FAIRALL1062,-8054701300747177370
2246052,00 00 26.9,+44 31 12,G,,0.35,0.14,131.0,,-302694346328464631
341415,00 00 26.9,-62 40 17,G,,0.61,0.37,108.0,,-2058233264181226067
772348,00 00 27.1,-26 01 50,G,,0.55,0.45,103.0,,5986668941705853955
891662,00 00 27.1,-16 54 58,G,,0.52,0.29,81.0,,5779013014425099854
1736324,00 00 27.2,+25 25 58,G,,0.39,0.07,99.0,,-5911337389146976898
570621,00 00 27.2,-41 54 19,G,,0.45,0.15,86.0,,7719233770535196930
756439,00 00 27.3,-27 20 26,G,,0.44,0.24,160.0,,8033222352234090621
1342051,00 00 27.3,+08 13 16,G,,0.67,0.11,151.0,,-5563806644680950265
1012827,00 00 27.3,-07 48 08,G,,0.63,0.08,113.0,,6631618913975218263
2105815,00 00 27.4,+37 38 34,G,,0.54,0.43,30.0,,-6371631115267146138
728966,00 00 27.4,-29 28 17,G,,0.48,0.14,48.0,,-8401747002463450417
2147253,00 00 27.5,+39 17 56,G,,0.48,0.11,170.0,,7182844486196763837
26,00 00 27.5,-07 52 56,G,,1.0,0.1,,MCG-1-01-019,-5101324260671689864
128383,00 00 27.6,-53 20 09,G,Sc,0.71,0.16,139.0,,-839130778824187852
1987409,00 00 27.7,+32 14 20,G,,0.41,0.1,134.0,,-8307869604681200132
126711,00 00 27.7,-38 03 46,G,,0.54,0.44,123.0,LCRSB235754.0-382030,5058847094825729467
2796249,00 00 27.7,+59 50 42,G,,0.21,0.1,,ZOAG116.57-2.39,-4147903248866632914
944275,00 00 27.8,-13 00 57,G,,0.56,0.46,166.0,,-8010001357077505121
170467,00 00 27.8,-66 55 14,G,,0.62,0.05,122.0,,-3307175556750105710
582461,00 00 27.8,-40 47 16,G,,0.44,0.34,122.0,,8683279614007049999
2794829,00 00 27.8,-39 57 20,G,,,,,,-511913671250805462
719614,00 00 27.8,-30 14 45,G,,0.48,0.14,79.0,,-6507912711239757192
1726830,00 00 27.8,+25 08 39,G,,0.42,0.21,11.0,,1111472107060652986
973639,00 00 27.8,-10 47 51,G,,0.54,0.47,89.0,,4566787466273251219
811409,00 00 27.9,-22 37 04,G,,0.43,0.28,139.0,,-6717042544430692479
424176,00 00 27.9,-53 58 32,G,,0.44,0.14,133.0,,446900511289357741
