pl_name,hostname,pl_orbper,frame_hash
Kepler-424 c,Kepler-424,223.3,-7198763809657966852
WASP-180 A b,WASP-180 A,3.40915679219,5827282515481672121
KOI-94 b,KOI-94,3.743245,3378852093351068057
TOI-5386 A b,TOI-5386 A,3.62156552,7367141314049128732
Kepler-1798 b,Kepler-1798,16.85592593,-6429779336423033676
Kepler-215 b,Kepler-215,,-401172644378286482
GJ 849 b,GJ 849,1845.0,-5138876048970843351
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,,204101685217042475
Kepler-1472 b,Kepler-1472,38.1312831,-4699545581152514113
HD 143361 b,HD 143361,1042.4,6099141733367077782
Kepler-56 c,Kepler-56,21.40569598,307371346066626820
LHS 1678 d,LHS 1678,4.96520685528,-6629237184510206850
KELT-12 b,KELT-12,5.0316347,1131116198609744407
K2-264 c,K2-264,19.660302,6963676894966089550
TIC 172900988 b,TIC 172900988 Aa,193.965,-3118191734447501620
Kepler-1739 b,Kepler-1739,7.34373964,-7226446394399222948
Kepler-254 c,Kepler-254,12.41216347,-7890834035589439705
Kepler-1389 b,Kepler-1389,99.2532336,-3368215940765706824
Kepler-405 b,Kepler-405,10.61368712,6335950738003540595
Kepler-249 b,Kepler-249,3.31,5842727936025452230
Kepler-801 b,Kepler-801,11.41926322,6748093541616769033
Kepler-269 c,Kepler-269,8.1280933,-8319732632667899201
Kepler-416 d,Kepler-416,3.07644709,-1541502183029395874
Kepler-1992 b,Kepler-1992,15.6113,-2388886465182996810
Kepler-1033 b,Kepler-1033,7.56052209,9104528322073719733
Kepler-1796 b,Kepler-1796,29.4557154,5257737758282272066
Kepler-362 b,Kepler-362,10.32738017,-3424660002469040654
Kepler-1619 b,Kepler-1619,23.6225913,-3258315968018579336
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,,2129844195715077988
Kepler-68 b,Kepler-68,5.39876,3216231921852108573
HATS-40 b,HATS-40,3.26331647417,5719368480264547434
Kepler-244 d,Kepler-244,,-7229575717264373444
Kepler-32 f,Kepler-32,0.74296,8327873013986003281
MASCARA-4 b,MASCARA-4,2.8240691,7084964265785432567
HD 1397 b,HD 1397,11.5366,6162390341938376050
HD 15337 c,HD 15337,17.1784,-26827216112291556
HD 23472 b,HD 23472,17.6671687,606541437181303185
HD 219666 b,HD 219666,6.035797,8165095092885860782
HD 2685 b,HD 2685,4.1269052,8563114296224002524
HD 23472 f,HD 23472,12.1623316,-9089536849651526911
HD 39091 b,HD 39091,2049.0,-5571954085009264780
pi Men c,HD 39091,6.2679,1227297446928010911
pi Men d,HD 39091,124.64,-5795429637643004413
TOI-201 b,TOI-201,52.97818,-3634865327251800902
HD 63433 c,HD 63433,20.5438281,5962333034464480639
HD 63433 c,HD 63433,20.543806,-759614872435965790
55 Cnc e,55 Cnc,0.737,-4030668152076655278
55 Cnc e,55 Cnc,0.73654625,-3708830931507639792
55 Cnc e,55 Cnc,0.73654604,7272624532827721680
KELT-24 b,KELT-24,5.5514918,-6289301604393125124
KELT-24 b,KELT-24,5.5514975,-2227285196401293557
HD 104067 b,HD 104067,55.828,-1088790593231335216
HD 110113 c,HD 110113,6.744,-848887508351414061
HD 110082 b,HD 110082,10.18271,2672400118152093593
HD 5278 b,HD 5278,14.33921442256,4021036463904436878
HD 63935 b,HD 63935,9.058811,-494570030312835290
HD 63935 b,HD 63935,9.058807,6995317011465949519
TOI-544 b,TOI-544,1.548351,-6028991895267703991
HD 109833 b,HD 109833,9.188526,-384231607499818004
HD 235088 b,HD 235088,7.434151,2867247646282162055
HD 235088 b,HD 235088,7.4341325,4905649086591289283
HD 6061 b,HD 6061,5.254467,2376014741255130998
HD 158259 c,HD 158259,3.432,1798694258571882538
NGTS-6 b,NGTS-6,0.882,-7343294683443551396
TOI-451 d,TOI-451,16.364909,-1165200748832321986
HD 136352 c,HD 136352,27.5909,2668869868033034031
HD 43197 b,HD 43197,308.92072,-809164355012398524
Kepler-23 c,Kepler-23,10.74241765,3481996403756002991
Kepler-959 b,Kepler-959,14.80075082,410345722989674669
Kepler-124 d,Kepler-124,30.95053,2268811897362130551
Kepler-250 d,Kepler-250,17.6482492968,5424001470411663661
Kepler-122 d,Kepler-122,21.58738,7333699314220982730
Kepler-269 b,Kepler-269,5.32667299,7779284176626505515
Kepler-332 c,Kepler-332,15.99560373,825739456265582116
Kepler-1211 b,Kepler-1211,11.01819178,-1007915298881864779
Kepler-328 b,Kepler-328,,-1922329425739895800
Kepler-599 b,Kepler-599,15.65562652,6327928135891122369
Kepler-286 e,Kepler-286,29.22144,6835275244956453095
HD 75898 b,HD 75898,422.9,2938918093959113450
HD 37124 c,HD 37124,887.7,-5856935003814636757
Kepler-1321 d,Kepler-1321,5.72084599,-3831988171154592714
Kepler-1223 b,Kepler-1223,16.30137438,-8523542994647276195
Kepler-602 b,Kepler-602,15.2842969687,7238973230286212504
K2-124 b,K2-124,6.413766,-5893014129353764164
Kepler-496 b,Kepler-496,8.30865307,-5020267192158087581
Kepler-1129 c,Kepler-1129,76.5369586,-5632536667347563481
Kepler-258 c,Kepler-258,33.65304,7293955302494585703
K2-43 b,K2-43,3.471285,-2783877127096014047
HAT-P-24 b,HAT-P-24,3.35524439,-974570925178342852
TOI-1710 b,TOI-1710,24.283377,-1815903110530899197
TRAPPIST-1 f,TRAPPIST-1,,4187824850974375753
K2-43 b,K2-43,3.471149,2506997254847164035
TRAPPIST-1 b,TRAPPIST-1,,7165179909315754423
WASP-132 c,WASP-132,1.011534,-794211149042092289
K2-182 b,K2-182,4.736834,9174782847104171142
TOI-2379 b,TOI-2379,5.4693827,-5170384975173197606
K2-124 b,K2-124,6.413718,-1780863543519300251
Kepler-1018 b,Kepler-1018,49.1013514,9043718906720383835
HD 195019 b,HD 195019,18.20132,5859726673648548841
Kepler-655 b,Kepler-655,46.40626,-6787109646585403877
Kepler-1865 b,Kepler-1865,2.524018115,-799223035235068451
Kepler-1916 b,Kepler-1916,31.2548347,4548526108187511511
Kepler-722 c,Kepler-722,105.145959,-478489588941241173
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,,6754905886241908009
Kepler-217 d,Kepler-217,,-4916800671552097860
Kepler-100 b,Kepler-100,6.887099,5968859213352767112
6 Lyn b,6 Lyn,919.86,2826353969250553079
K2-50 b,K2-50,8.75198,7239860511609777101
Kepler-1671 b,Kepler-1671,4.167856,7322994807159264384
Kepler-1817 b,Kepler-1817,44.2993483,5410426545177713485
Kepler-920 b,Kepler-920,6.53194024,-8461050811981059106
Kepler-296 c,Kepler-296,5.841648,4468753675229568569
Kepler-2000 b,Kepler-2000,6.38,-8739240471185100412
Kepler-517 b,Kepler-517,60.92832947,-2753491169097773347
Kepler-172 d,Kepler-172,14.6270781161,7064936875184407416
Kepler-1457 b,Kepler-1457,51.1100085839,-1162961709462097617
Kepler-122 c,Kepler-122,12.466071,3624663919658978789
Kepler-877 b,Kepler-877,18.45848388,5467631022835419497
Kepler-526 b,Kepler-526,,-6207979461766117047
HD 207897 b,HD 207897,16.20166,-2479841561008165360
K2-167 b,K2-167,9.977481,2044833726177190814
HD 219134 g,HD 219134,94.2,-1048146024131393587
HD 219134 c,HD 219134,6.76458,5920020537249452409
HD 219134 b,HD 219134,3.092926,-6678808454740251136
55 Cnc b,55 Cnc,14.651552,2515173515924005076
TOI-1728 b,TOI-1728,3.49151,-2476411408027404626
TOI-411 c,HD 22946,9.57307063556,-920938027995052501
TOI-500 d,TOI-500,26.233,5348030852564918612
KOI-94 c,KOI-94,10.423677439,3162274894885087024
TOI-1064 c,TOI-1064,12.22655951887,8259784322988571166
WASP-23 b,WASP-23,2.9444276,-2770636512472642571
HATS-58 A b,HATS-58 A,4.2180896,2790481509784810032
HD 39091 b,HD 39091,2093.07,626585789436302888
TOI-2714 b,TOI-2714,2.499387,8192936290604391637
WASP-136 b,WASP-136,5.215357,-1198968106546918099
TOI-3757 b,TOI-3757,3.43919542546,-1325619272020997658
TOI-7149 b,TOI-7149,2.65206166,-6705965010712113762
TOI-6008 b,TOI-6008,0.8574347,3546520423424933843
K2-121 b,K2-121,5.1857539,-2097340235202003299
Kepler-949 b,Kepler-949,8.689307296,7201151893669088913
Kepler-1754 b,Kepler-1754,8.19596647,-2504131086926748567
Kepler-1341 b,Kepler-1341,132.9955503,7895759557170846351
Kepler-127 b,Kepler-127,14.43594397,6690760921599954561
Kepler-518 b,Kepler-518,8.512037736,-1773463311845211886
Kepler-147 c,Kepler-147,,-2070044819555025438
Kepler-40 b,Kepler-40,6.873165232,-7838149844339869579
HD 163607 c,HD 163607,1267.4,-131801512856108617
Kepler-80 e,Kepler-80,4.64551,-5005997437193750025
Kepler-19 b,Kepler-19,9.28699,-1650669732930196376
Kepler-986 b,Kepler-986,,-3186784429360001301
K2-172 c,K2-172,29.62682,3954584613243829385
Kepler-630 b,Kepler-630,161.479,1274208361136774396
Kepler-114 d,Kepler-114,11.776132317,-4591920327302286290
Kepler-231 c,Kepler-231,19.26930046,-6129497934981709413
Kepler-1145 b,Kepler-1145,3.9707640384,3574347220313583455
51 Peg b,51 Peg,4.2293,8159992988512373322
Kepler-1208 b,Kepler-1208,11.08487,-3969105345636740211
Kepler-402 c,Kepler-402,6.124732478,-7582379237636545718
Kepler-1321 d,Kepler-1321,5.720841,-6043540105473950027
Kepler-1709 b,Kepler-1709,65.70460002,6029013202061945758
Kepler-129 c,Kepler-129,82.2004628157,-3495356400782814179
CoRoT-30 b,CoRoT-30,9.06005,-7775251395985566913
Kepler-783 b,Kepler-783,4.29264638,3445127253447374050
Kepler-4 b,Kepler-4,3.21366739,-2891299373365025313
TOI-1836 c,TOI-1836,1.7727505,5452275428637060090
TOI-1201 b,TOI-1201,2.4919726,-5781166917123976639
Kepler-91 b,Kepler-91,6.24658,-589209275963067769
Kepler-75 b,Kepler-75,8.88492372,-1409710954773422423
WASP-118 b,WASP-118,4.0460435,-8785260674762177584
K2-3 b,K2-3,10.054374,-5566230783693842734
TOI-251 b,TOI-251,4.93777,-8762765261472135697
TOI-122 b,TOI-122,5.07803253492,-3980377195658973660
HATS-68 b,HATS-68,3.5862211,8080098013827150455
Kepler-25 b,Kepler-25,6.238297,-6711437531265726929
Kepler-102 f,Kepler-102,27.4536,-7501961785299151684
Kepler-96 b,Kepler-96,16.238465,-2710905933815353620
HATS-27 b,HATS-27,4.6370496,-6194947709979420481
WASP-42 b,WASP-42,4.9816816,3633124037571962965
HAT-P-51 b,HAT-P-51,4.21802091,-6519331610125051186
Kepler-1670 b,Kepler-1670,20.49941,-242883663116290031
Kepler-1668 b,Kepler-1668,15.4339775,1386869492479683779
TOI-1338 b,TOI-1338 A,95.4001,-5811022122992270655
Kepler-76 b,Kepler-76,,-768570878782103080
HATS-25 b,HATS-25,4.29864716,8952598466342398211
Kepler-411 b,Kepler-411,3.00516,-3629294283883076730
HIP 41378 f,HIP 41378,542.07975,1818029605565467767
WASP-135 b,WASP-135,1.4013795,8759513844115942994
TOI-6109 c,TOI-6109,8.5386633,7519862764256640712
Kepler-106 e,Kepler-106,,2408825840114132103
Kepler-123 c,Kepler-123,,4239901326293697018
HAT-P-49 b,HAT-P-49,2.691548,-529330684322819242
K2-19 b,K2-19,7.91951,4694522840933228891
TOI-3894 b,TOI-3894,4.33454,5828569796119793003
Kepler-471 b,Kepler-471,,-6375378662379563734
WASP-173 A b,WASP-173 A,1.3866529,8306526717639881275
TOI-4443.01,TOI-4443,1.84985667759,2121545434549258437
55 Cnc f,55 Cnc,260.58,-1634855908797766003
Kepler-422 b,Kepler-422,,1787082470676603745
K2-27 b,K2-27,6.77145,233287273966473711
WASP-138 b,WASP-138,3.6344412,-1871430611532313184
TOI-2411 b,TOI-2411,0.7826942,-3941840387431939908
Kepler-1508 b,Kepler-1508,,-8729434244649156959
Kepler-571 b,Kepler-571,4.79860846,890831391876780214
Kepler-126 c,Kepler-126,21.86967617,-7738355198995285942
Kepler-109 c,Kepler-109,21.22261195,-766766966753498654
Kepler-1692 b,Kepler-1692,5.95958637,1781957092028364857
Kepler-1640 b,Kepler-1640,7.5844126,5061694965138188734
Kepler-1154 c,Kepler-1154,8.45805119,-6034270636665458051
Kepler-1499 b,Kepler-1499,44.2018402,-6188563117107059336
Kepler-389 c,Kepler-389,14.51143,-5477030890906825426
Kepler-610 c,Kepler-610,151.865476216,6360165283492281712
Kepler-186 e,Kepler-186,22.407688,-7185198561772041678
Kepler-539 b,Kepler-539,,-8855258992508391484
Kepler-1231 b,Kepler-1231,10.41729,6852333227502190881
Kepler-242 b,Kepler-242,8.2039578317,-8945097397168512769
TOI-4641 b,TOI-4641,22.09339217881,-7839489522618429146
Kepler-1514 c,Kepler-1514,10.51421162,6630929614371947370
EPIC 246851721 b,EPIC 246851721,6.18026138745,-843105203922621076
K2-222 b,K2-222,15.3863,-8047622707340699845
Kepler-548 b,Kepler-548,4.45419446,-3750636892392512074
TOI-4666 b,TOI-4666,2.9093856,-713061862323422061
TOI-2445 b,TOI-2445,0.37113344317,-8455953745361987304
HIP 8152 c,HIP 8152,19.60562,-5044365105653523331
HD 152843 c,HD 152843,19.502104,-6336305194819606490
TOI-3884 b,TOI-3884,4.5445828,-8854497047993094856
KOI-12 b,KOI-12,17.85523009,-3662859438309384671
TOI-1859 b,TOI-1859,63.4839358,-6394363884588266350
Kepler-18 c,Kepler-18,7.64159,-2477749859312734329
TOI-3984 A b,TOI-3984 A,4.353326,-3515527097432556375
K2-178 b,K2-178,8.75470797754,2240063648953058490
L 98-59 c,L 98-59,3.690621,-6625482388193941834
Kepler-495 b,Kepler-495,3.41303585,599107178767018749
TOI-2107 b,TOI-2107,2.4545467,-7515113739977793315
K2-167 b,K2-167,9.97857,8754863914340321909
Kepler-412 b,Kepler-412,1.72086129,-760338505242732855
Kepler-775 b,Kepler-775,,5217099314921456803
Kepler-167 c,Kepler-167,7.40611676,6336866595407395078
TOI-4582 b,TOI-4582,31.03432139505,-5134534274400086431
HATS-34 b,HATS-34,2.10616098,-6919566367039797626
WASP-22 b,WASP-22,3.53273064,1830211396358436694
LTT 1445 A b,LTT 1445 A,5.35882,-5730739818395060553
TOI-257 b,TOI-257,18.38770808538,-8394003811515415638
KELT-4 A b,KELT-4 A,2.9895092,-7469930926658866889
HD 110113 b,HD 110113,2.5404679,-6188193190785102749
HD 110067 f,HD 110067,41.05854,674412554718911854
TOI-269 b,TOI-269,3.6977104,5645895616173831741
HAT-P-42 b,HAT-P-42,4.64184345361,-752490376957075448
TOI-201 b,TOI-201,52.978197,-7684617709199038171
BD-14 3065 b,BD-14 3065 A,4.2889696,-451798702503989050
Kepler-19 b,Kepler-19,9.28667326119,4694134946169435303
Kepler-41 b,Kepler-41,1.855557556,5489488740757949329
Kepler-1768 b,Kepler-1768,15.13590922,4665856976644042088
HD 30562 b,HD 30562,1159.2,5930721261530391432
TOI-837 b,TOI-837,8.324876,402495483592622881
Kepler-1752 b,Kepler-1752,56.35850143,-108171021130330713
GJ 3929 b,GJ 3929,2.6162745,-2861133578793711195
KELT-18 b,KELT-18,2.8716995,-222989707494999420
TOI-677 b,TOI-677,11.2366063,-838878524805043184
KELT-4 A b,KELT-4 A,2.989592,-7278466861449065638
TOI-4364 b,TOI-4364,5.4240691499,-4464256737931991821
WASP-84 c,WASP-84,1.4468993,-5161829302212192398
WASP-70 A b,WASP-70 A,3.7130169,-784615360841029017
WASP-169 b,WASP-169,5.6114237,7080717627322301107
K2-182 b,K2-182,4.73730765,332422077192141005
Kepler-731 b,Kepler-731,3.85558968989,-2876094491114375765
Kepler-203 b,Kepler-203,3.162692075,714884336875692356
Kepler-694 b,Kepler-694,6.365839713,-5955471956356567548
Kepler-109 b,Kepler-109,6.4816307,-5999190440014748616
K2-184 b,K2-184,16.99291698,-7221596143801944962
GJ 338 B b,GJ 338 B,24.422,6528732236492791251
BD+03 2562 b,BD+03 2562,481.9,-7244014823896149005
Kepler-144 c,Kepler-144,10.10463142,544305743937518762
TOI-2295 b,TOI-2295,60.06632,-7405763435081829512
Kepler-122 c,Kepler-122,12.466004437,-171643793857918877
HD 135344 A b,HD 135344 A,,-7761172108400902834
Kepler-341 c,Kepler-341,8.0103929,-3624766380652915715
Kepler-1881 b,Kepler-1881,159.388051,4366219551695456236
TOI-2345 b,TOI-2345,1.0528573,-5613756958760332042
TOI-269 b,TOI-269,3.69771670923,-5716450075538417897
Kepler-62 e,Kepler-62,122.3863812,-5426644977836708722
Kepler-777 b,Kepler-777,5.72812616,-245039076837179882
Kepler-318 c,Kepler-318,11.8150005,-7619424989859883393
HAT-P-53 b,HAT-P-53,1.96179688667,-736829872505280477
Kepler-396 c,Kepler-396,88.5112563,-8746265768171499301
Kepler-1517 b,Kepler-1517,,2649190013072698548
Kepler-1517 b,Kepler-1517,5.5460843094,354759016254598732
WASP-156 b,WASP-156,3.8361672,2952453104224920692
Kepler-77 b,Kepler-77,3.5787805782,-1690899064998578223
HIP 94235 b,HIP 94235,7.713057,-1429046273026001027
TOI-2407 b,TOI-2407,2.702969,3184665205726421357
HATS-55 b,HATS-55,4.20420780773,8010210181501502939
Qatar-7 b,Qatar-7,2.032046,-8826441546663076992
TOI-1736 c,TOI-1736,570.1,7610799302405278323
WASP-142 b,WASP-142,2.052868,-966308305843997785
TOI-1751 b,TOI-1751,37.46849,6172864992084119488
Kepler-410 A b,Kepler-410 A,,-2869296909970723510
K2-45 b,K2-45,1.72926812424,-1847235751516572242
WASP-159 b,WASP-159,3.8404213,-1013914572444550836
HR 858 d,HR 858,11.23,3586032423690181942
WASP-185 b,WASP-185,9.38755,94466672184873815
Kepler-1179 b,Kepler-1179,,6982019348790344181
Kepler-346 c,Kepler-346,23.85161614,-5446038726116473351
K2-72 b,K2-72,5.57739,3672947008884848014
HD 260655 b,HD 260655,2.76953,-9215411793260549986
K2-30 b,K2-30,4.09847409321,-8463404181437034621
Kepler-318 b,Kepler-318,4.662715,-7255514372674935974
K2-136 c,K2-136,17.3077,4729329500220602837
HD 63433 b,HD 63433,7.1079475,1255242504127829759
HAT-P-56 b,HAT-P-56,2.790833,2472164829575268172
TOI-1853 b,TOI-1853,1.2436258,8443993337264411864
Kepler-193 c,Kepler-193,50.6985408,-2524921401754250628
Kepler-1124 b,Kepler-1124,2.852375,-3171841945696815259
Kepler-603 b,Kepler-603,21.05349939,-4722041038442403890
Kepler-926 b,Kepler-926,52.069002,-5315395086740384506
Kepler-1980 b,Kepler-1980,33.0257179,-3981838072485949889
Kepler-914 b,Kepler-914,4.409673,8023499477523113753
Kepler-98 b,Kepler-98,1.5416829,-2511491675186645041
Kepler-1638 b,Kepler-1638,259.34304,-3632369190214543297
K2-95 b,K2-95,10.134279,-3426239327659415898
K2-123 b,K2-123,30.956763,-5960854931358193739
Kepler-1349 b,Kepler-1349,2.12821621,-3489531171146196314
Kepler-1254 d,Kepler-1254,5.72717226,8559617341040008546
Kepler-1731 b,Kepler-1731,21.76129812,4265916546273257818
Kepler-651 b,Kepler-651,21.38521506,-7070959213040374426
Kepler-497 b,Kepler-497,3.573203671,88947985179166951
Kepler-88 d,KOI-142,1403.0,-3088739210554420435
Qatar-9 b,Qatar-9,1.54077534,2682761128248463206
TOI-544 b,TOI-544,1.54835416755,-7591417545177471694
Kepler-1478 b,Kepler-1478,26.083766009,-2400801536199529789
TOI-5143 c,TOI-5143,5.20970995776,-3243858665743815463
K2-27 b,K2-27,6.7714021,-1340855282829147839
TOI-620 b,TOI-620,5.0988179,6609220969319168920
TOI-4087 b,TOI-4087,3.1774835,7119446764870708465
TOI-871 b,TOI-871,14.36273803273,-5569590854445662455
TOI-3474 b,TOI-3474,3.8795023,6751052766247886051
Kepler-425 b,Kepler-425,3.79700756452,4982237667341599967
Kepler-256 c,Kepler-256,3.38802,-6890192631219822578
Kepler-553 b,Kepler-553,4.0304645,-5299430035626934845
Kepler-795 b,Kepler-795,29.6193891,2884840184172814081
TOI-2382 b,TOI-2382,4.6612061,-4449003834804830322
OGLE-TR-113 b,OGLE-TR-113,1.4324772,457242544990342110
HATS-59 b,HATS-59,5.416081,3249075047131795839
TOI-4638.01,TOI-4638,10.2829582518,-8440035625447480435
Kepler-25 c,Kepler-25,12.72038,7829929717428255457
TOI-2095 b,TOI-2095,17.66484,-518734064010408311
TOI-1295 b,TOI-1295,3.1968838,-5838806566055321775
TRAPPIST-1 b,TRAPPIST-1,1.510826,9186448201077913442
TOI-7166 b,TOI-7166,12.92063621,-4314558392424343785
K2-138 c,K2-138,3.559823,-4072187698823367460
Kepler-68 c,Kepler-68,9.6051,1325531526412298942
Kepler-134 b,Kepler-134,5.3174393753,5285874848198049816
Kepler-410 A b,Kepler-410 A,17.833648,4366348876808729708
TOI-2322 b,TOI-2322,11.30717,-221447247528399781
TOI-969 b,TOI-969,1.8237371,589387261546714235
Kepler-423 b,Kepler-423,2.68432897,13211216309226028
K2-108 b,K2-108,4.73355750515,-790267807407901357
Kepler-447 b,Kepler-447,7.79421550591,8874526615316831766
TOI-206 b,TOI-206,0.73631321993,3574410043600332663
K2-394 b,K2-394,5.0957983,5709103229705511718
TOI-1768.01,TOI-1768,7.337703649,6358871452007487343
Kepler-426 b,Kepler-426,3.2175184283,-5070419931061493639
WASP-141 b,WASP-141,3.31066699,5017918270287811868
HD 118203 b,HD 118203,6.1349847,3936039035133299589
HD 80653 b,HD 80653,0.719573,-337877883150785419
TOI-1794 b,TOI-1794,8.765528,5926401833067459999
HAT-P-24 b,HAT-P-24,3.35524440733,3665938990963714185
HAT-P-54 b,HAT-P-54,3.79985358153,4728720690287989339
Kepler-10 b,Kepler-10,0.837491,7809838978820572287
Kepler-1656 b,Kepler-1656,31.562,-8511199922036633727
TOI-2095 b,TOI-2095,17.664872,7882653622326298616
WASP-89 b,WASP-89,3.3564227,-8373373614359814848
HIP 9618 c,HIP 9618,52.56363,-7694021566023589280
Kepler-289 b,Kepler-289,34.545,371929025729380002
K2-117 c,K2-117,5.443984,-4572346297168785274
Kepler-929 b,Kepler-929,0.921030497,-2140371528475550686
Kepler-641 b,Kepler-641,9.48961571,1068931988367790808
TOI-2010 b,TOI-2010,141.834025,4352927235613295753
Kepler-1350 b,Kepler-1350,4.4968604,4880198342801145701
K2-47 b,K2-47,31.646306,-5453103027665644564
K2-341 b,K2-341,36.556251,2621025756159002683
Kepler-1692 b,Kepler-1692,5.95960845,7465531651672496991
Kepler-24 e,Kepler-24,18.99850923,5769929078436547683
Kepler-1321 c,Kepler-1321,2.23,5551380351074716984
Kepler-55 c,Kepler-55,42.126,8616683154213391247
HD 133131 A c,HD 133131 A,3568.0,-3422162916133479423
Kepler-84 d,Kepler-84,4.22453631,-4812112899461936740
Kepler-21 b,Kepler-21,2.785819,8171499529539829556
Kepler-235 d,Kepler-235,20.06036336,-27947496817268962
Kepler-396 b,Kepler-396,42.99066,-3641566402152694759
Kepler-411 b,Kepler-411,3.0051569,-7679045411932648529
TOI-1278 b,TOI-1278,14.47510623109,5059326442899096124
WASP-58 b,WASP-58,5.0172133,-3086440361863407792
55 Cnc d,55 Cnc,4799.0,-7785587135759001531
Kepler-75 b,Kepler-75,8.8849116,-7537163707344722903
Qatar-8 b,Qatar-8,3.71495,7502363057830057829
Kepler-289 c,Kepler-289,125.86546,-4587927853542098153
Kepler-435 b,Kepler-435,8.60045163405,-2117865339710415246
K2-3 b,K2-3,10.05460031054,-7438816161330290747
HATS-9 b,HATS-9,1.9153196,4192769955683821140
GJ 357 b,GJ 357,3.9306027,-829421673392574625
Kepler-762 b,Kepler-762,,2272386853356300652
K2-46 b,K2-46,19.15344,-1308315595330245480
K2-79 b,K2-79,21.99036193738,-7558150175060205502
Kepler-487 b,Kepler-487,15.3587691102,5544347670808307768
Kepler-485 b,Kepler-485,,-6289889282901883789
WASP-84 c,WASP-84,1.4468849,587737851035368674
K2-277 b,K2-277,6.32668003682,-5292643336085486982
TOI-3288 b,TOI-3288,1.4338635,8287007591247779294
OGLE-TR-113 b,OGLE-TR-113,1.4324758,-1387175316930991781
Kepler-495 c,Kepler-495,5.896609783,-5056164088146540476
pi Men c,HD 39091,6.267832,7276942392701347151
55 Cnc b,55 Cnc,14.465314,7852081556506652734
HAT-P-70 b,HAT-P-70,2.7443245,3755898905525735243
WASP-71 b,WASP-71,2.90367,-473950226343845912
TOI-4994 b,TOI-4994,21.491984,-7534546000669808928
Kepler-718 b,Kepler-718,,-3773889731133655070
Kepler-945 b,Kepler-945,31.00288579,-8471109368378598283
Kepler-319 b,Kepler-319,4.362705,8198667694175439572
Kepler-210 b,Kepler-210,2.453234,-4120874393927620315
HD 158259 d,HD 158259,5.1980814,-5598472311140247527
K2-415 b,K2-415,4.0179694,3440366895056557238
K2-97 b,K2-97,8.406726,-3392528578346131693
TOI-3688 A b,TOI-3688 A,3.24620800895,7121818229096618380
HIP 91258 b,HIP 91258,5.0505,-8850649840392387246
Kepler-250 c,Kepler-250,7.1568177584,-6655379195351937762
Kepler-41 b,Kepler-41,1.8555574403,-1903577722152193798
GJ 367 c,GJ 367,11.5301,3014119813518029431
Kepler-536 b,Kepler-536,1.827082299,-3097806306357908380
Kepler-1652 b,Kepler-1652,38.0970717,-6369637694224255907
Kepler-864 b,Kepler-864,,6254216906006629241
Kepler-595 b,Kepler-595,25.302918,479216277688536737
TOI-813 b,TOI-813,83.891,-6606575846079169211
Kepler-1140 b,Kepler-1140,24.08638,883522540094808637
TOI-654.01,TOI-654,1.52756389781,2359054159476552727
TOI-172 b,TOI-172,9.47686,3318965251485898618
TOI-4145 A b,TOI-4145 A,4.0664446,-453420334544229102
Gliese 12 b,Gliese 12,12.761408,3408863983780890372
KELT-15 b,KELT-15,3.32946492386,8258836082473611664
K2-18 b,K2-18,32.9418,1586133866657911894
Kepler-723 b,Kepler-723,4.0822761808,-4350610613371934576
Kepler-314 b,Kepler-314,2.46106962,1833013481456622550
Kepler-495 c,Kepler-495,5.89686,3486128124052753737
L 98-59 c,L 98-59,3.6906758578,6676285723904601026
HD 23472 c,HD 23472,29.7975205,-3371002697523347736
TOI-2406 b,TOI-2406,3.0766896,-8671972214295075033
TOI-3135 b,TOI-3135,3.7065585,-3560432005356011733
Kepler-80 c,Kepler-80,9.521632,-8716356000338921575
K2-15 b,K2-15,11.808398,8299253492699702075
TOI-1136 d,TOI-1136,12.51861,1692607785159830312
TOI-1386 c,TOI-1386,232.0,284392935318154388
WASP-81 b,WASP-81,2.7164762,4414971151408923459
TOI-2992 b,TOI-2992,3.007812,-2444945208929627841
TOI-5803 b,TOI-5803,5.3829728,6774883741062025094
TIC 257060897 b,TIC 257060897,3.66003195444,3031828614554800088
HAT-P-21 b,HAT-P-21,4.124481,2916263968261203591
CoRoT-10 b,CoRoT-10,13.2406,9167663703816918459
TRAPPIST-1 c,TRAPPIST-1,2.42179346,-885190532154722341
TOI-2373 b,TOI-2373,13.3368173,1437368700700228534
K2-115 b,K2-115,20.27285,6068017797801766567
WASP-89 b,WASP-89,3.3564182,968049335087883536
HAT-P-54 b,HAT-P-54,3.7998529,-183902007379569179
EPIC 211945201 b,EPIC 211945201,19.491795,-6649144142509121110
WASP-156 b,WASP-156,3.83616488,-4958541863347668455
KELT-10 b,KELT-10,4.1662541,-1879472861770580397
Kepler-65 b,Kepler-65,2.15490651,-2409447651684467914
HATS-48 A b,HATS-48 A,3.1316671,-7918003987995787060
KELT-21 b,KELT-21,3.61276958,2695534557984033388
CoRoT-16 b,CoRoT-16,5.35227,6297408069912563350
Kepler-445 c,Kepler-445,,-8544825353062474624
Kepler-187 b,Kepler-187,4.93892,7101638287482404860
Kepler-656 b,Kepler-656,1.260258822,1666633460913296152
Kepler-964 b,Kepler-964,13.522604,4566608068887286357
Kepler-105 c,Kepler-105,,-4269033523557962558
Kepler-1043 b,Kepler-1043,38.50519,6125235253225794392
