pl_name,pl_masse,pl_orbsmax
"TOI-954 b",55.30242000,0.0496300000
"Qatar-5 b",1373.02560000,0.0412700000
"K2-180 b",11.41003981,0.0756000000
"HATS-70 b",4100.00700000,0.0363200000
"TOI-2093 c",15.80000000,0.2570000000
"Kepler-37 c",12.00000000,
"HATS-11 b",263.79890000,
"TrES-5 b",573.36532000,0.0245000000
"HIP 41378 e",12.00000000,
"HATS-64 b",305.11680000,0.0656200000
"TOI-5301 b",1160.07368555,0.0726000000
"TOI-1221 b",1112.39942450,0.3870000000
"CoRoT-4 b",228.83000000,0.0900000000
"HIP 116454 b",12.71320000,
"TOI-2524 b",203.41018048,0.0730000000
"TOI-2025 b",1398.44499080,0.0920000000
"TOI-5293 A b",158.91420350,0.0313000000
"KELT-17 b",416.35730000,0.0488100000
"NGTS-13 b",1538.29720000,0.0549000000
"Kepler-76 b",635.63000000,
"TOI-1260 d",11.84000000,0.1116000000
"TOI-1174 b",32.00000000,0.0800000000
"K2-32 c",12.10000000,0.1399000000
"HAT-P-24 b",227.24845000,
"TOI-216.01",177.98390792,
"TOI-6016 b",371.85923619,0.0550000000
"KMT-2023-BLG-0735L b",38.77506565,2.6600000000
"Kepler-279 c",49.40000000,
"TOI-1775 b",96.00000000,0.0800000000
"TOI-2015 b",16.40000000,0.0301000000
"TOI-4145 A b",136.66621501,0.0482300000
"Kepler-74 b",191.96932000,0.0781300000
"Kepler-25 c",15.20000000,
"HATS-28 b",213.58176000,0.0413100000
"Kepler-450 d",47.21050000,
"TOI-5398 c",11.80000000,0.0570000000
"TOI-411 b",13.71000000,0.0572700000
"HATS-27 b",168.44990000,0.0611000000
"XO-5 b",332.45018000,0.0487400000
"WASP-61 b",651.55150000,0.0514600000
"TOI-1811 b",308.92921160,0.0438900000
"WASP-70 A b",189.74451000,0.0485500000
"HD 17156 b",1036.76146000,0.1637000000
"K2-114 b",638.83509807,0.0944000000
"TOI-2876 b",54.03082919,0.0654000000
"HATS-10 b",185.93055000,0.0449300000
"Kepler-18 c",18.40000000,
"K2-32 b",16.30000000,
"TOI-172 b",1722.63860000,0.0914000000
"HD 221416 b",60.50000000,0.1228000000
"K2-138 e",12.97000000,0.0782000000
"Kepler-1656 c",126.40000000,3.0530000000
"HATS-12 b",759.61370000,
"K2-39 b",50.30000000,0.0620000000
"Kepler-424 b",327.35000000,0.0440000000
"HATS-50 b",123.95370000,0.0504600000
"NGTS-30 b",305.11527072,0.4080000000
"TIC 393818343 b",1379.37528638,0.1291000000
"TIC 257060897 b",212.94503269,0.0510000000
"K2-32 b",16.50000000,0.0803600000
"HD 160691 e",2224.79884900,
"WASP-57 b",204.36469000,0.0377200000
"TOI-3523 A b",435.42491759,0.0355900000
"TOI-3629 b",77.23230290,0.0419400000
"WASP-148 b",92.48853000,0.0845000000
"TOI-1937 A b",638.83509807,0.0193200000
"KOI-94 d",58.40000000,
"TOI-1107 b",1064.72516345,0.0561000000
"CoRoT-20 b",1315.81620000,0.0891000000
"WASP-82 b",397.27000000,0.0448000000
"WASP-56 b",190.38017000,0.0561400000
"TOI-1259 A b",140.16232749,0.0407000000
"TOI-2196 b",26.00000000,0.0223400000
"Kepler-68 d",267.00000000,
"HAT-P-56 b",692.86940000,0.0423000000
"CoRoT-12 b",290.81445000,0.0401300000
"HATS-34 b",299.07803000,0.0316600000
"WASP-162 b",1652.71600000,0.0871000000
"WASP-66 b",737.36560000,0.0546000000
"WASP-71 b",680.15279098,0.0460000000
"Kepler-8 b",191.64300000,0.0483000000
"OGLE2-TR-L9 b",1430.17500000,0.0308000000
"TOI-2236 b",502.16888306,0.0500900000
"TOI-2000 c",81.70000000,0.0878000000
"K2-97 b",174.48779544,0.0854000000
"NGTS-14 A b",29.24036000,0.0403000000
"KPS-1 b",346.43470000,0.0269000000
"Kepler-1513 b",48.30991786,
"HD 219666 b",17.60000000,
"WASP-154 b",198.96058278,0.0440000000
"HAT-P-56 b",603.87700000,0.0423200000
"AF Lep b",1664.46736746,7.9900000000
"AF Lep b",1017.05090240,8.4000000000
"KMT-2016-BLG-2321L b",311.47183886,3.8100000000
"HD 81040 b",2151.06265858,1.9880000000
"OGLE-2015-BLG-1609L b",44.49597698,
"HD 203030 b",7656.09700000,487.1000000000
"Kepler-238 b",3305.02000000,
"CoRoT-8 b",69.28694000,0.0636000000
"HD 73267 b",1321.53051631,2.2290000000
"Kepler-79 b",15.70000000,
"OGLE-2011-BLG-0173L b",2200.00000000,0.5000000000
"OGLE-2017-BLG-0364L b",60.90000000,3.0000000000
"Kepler-33 f",25.20000000,
"OGLE-TR-111 b",168.44990000,0.0470000000
"HD 29021 b",1420.69297929,2.2940000000
"HD 217786 b",4402.55909376,2.4460000000
"K2-22 b",444.96200000,0.0088000000
"1RXS J160929.1-210524 b",3000.00000000,330.0000000000
"KMT-2023-BLG-1642L b",406.82036096,1.3200000000
"GJ 676 A b",1840.86213334,1.7350000000
"CoRoT-9 b",262.52758000,0.4027000000
"MOA-2010-BLG-117L b",170.00000000,2.4200000000
"Kepler-24 b",508.50000000,0.0800000000
"NGTS-25 b",203.09235207,0.0388000000
"nu Oct A b",670.61793877,1.2760000000
"Kepler-113 b",11.70000000,
"GJ 876 c",266.20000000,0.1359890000
"KMT-2023-BLG-0548L b",1086.97315194,6.8500000000
"KMT-2023-BLG-0548L b",162.09248757,0.4500000000
"KMT-2023-BLG-0548L b",1284.02676428,1.1800000000
"KMT-2023-BLG-0548L b",956.66350507,1.1000000000
"KMT-2023-BLG-0548L b",1096.50800415,7.8100000000
"KMT-2023-BLG-0830L b",17.79839079,1.7000000000
"KMT-2023-BLG-0949L b",1900.61387386,2.0300000000
"KMT-2023-BLG-0949L b",1242.70907137,3.3000000000
"KMT-2024-BLG-1281L b",19.06970442,1.9600000000
"KMT-2024-BLG-1281L b",19.06970442,1.9600000000
"KMT-2024-BLG-1281L b",19.06970442,1.9600000000
"KMT-2024-BLG-2242L b",17.48056238,1.0500000000
"OGLE-2017-BLG-1275L b",1684.49055710,1.1400000000
"CoRoT-27 b",3273.64900000,0.0467000000
"Gaia22dkvL b",261.25495055,1.6800000000
"KMT-2020-BLG-0414L c",5371.30007830,16.6000000000
"KMT-2020-BLG-0414L c",3972.85508750,11.4000000000
"HD 87883 b",1719.13385346,4.0550000000
"HD 215497 c",111.23994245,1.3100000000
"KMT-2016-BLG-1836L b",730.00000000,2.6000000000
"HD 175167 b",3019.36986650,
"KMT-2023-BLG-1896L b",16.35000000,2.8600000000
"KMT-2023-BLG-1896L b",16.35000000,4.6200000000
"HD 141937 b",8714.85491994,
"BD-06 1339 b",1523.03372634,
"HD 10180 d",3295.88058059,
"HD 10180 g",3375.33768234,
"HD 154345 b",3794.87117958,
"HD 176986 b",1487.75477317,
"HD 179079 b",4195.33497240,
"HD 181433 d",3585.10443096,
"HD 215152 b",565.41673605,
"HD 215497 b",1588.82420659,
"HD 7199 b",3639.13526015,
"HD 7924 d",1568.16536014,
"HIP 57274 b",3359.44626199,
"KMT-2020-BLG-0414L c",8581.36698900,22.3000000000
"KMT-2020-BLG-0414L c",10297.64038680,0.2000000000
"Gaia22dkvL b",187.83658854,1.4000000000
"OGLE-2019-BLG-0362L b",1036.12060682,2.1800000000
"OGLE-2018-BLG-1011L b",570.00000000,0.8000000000
"Kepler-48 c",13.60000000,
"HD 125390 b",10806.16583800,3.1840000000
"Kepler-339 d",14.70000000,
"KMT-2021-BLG-0748L b",143.02278315,2.4300000000
"HD 103891 b",918.52409623,3.2550000000
"Kepler-79 b",10.30000000,
"KMT-2022-BLG-1013L b",98.52680617,1.3800000000
"OGLE-2016-BLG-1227L b",250.00000000,3.4000000000
"Kepler-58 d",245.34300000,
"KMT-2021-BLG-0171L b",11.80000000,2.8000000000
"KMT-2021-BLG-0192L b",31.78284070,2.7600000000
"TCP J05074264+2447555 b",20.00000000,0.9400000000
"CoRoT-6 b",940.74000000,0.0855000000
"V1298 Tau d",98.52680617,0.1103000000
"Kepler-52 b",79.60000000,
"WISPIT 2 b",1541.46777395,57.0000000000
"Kepler-203 c",749.90000000,
"OGLE-2016-BLG-0613L AB b",871.00000000,4.1900000000
"OGLE-2016-BLG-1190L b",4253.00000000,2.0400000000
"KOI-351 g",254.26400000,
"OGLE-2019-BLG-1492L b",37.10000000,2.7000000000
"KOI-351 g",15.00000000,
"HD 143361 b",1557.35919430,2.0500000000
"HD 113337 c",6299.67685515,6.8050000000
"Kepler-24 e",26.21180000,
"Kepler-33 e",12.80000000,
"HD 196067 b",3972.85508750,5.1000000000
"KMT-2021-BLG-2010L b",340.07639549,1.7900000000
"KMT-2019-BLG-1715L b",813.64072192,3.3200000000
"OGLE-2018-BLG-1647L b",308.29355479,1.3600000000
"Kepler-23 c",858.10000000,0.0990000000
"OGLE-2012-BLG-0950L b",34.00000000,3.0000000000
"OGLE-2018-BLG-1212L b",60.38739733,0.9000000000
"Kepler-11 c",13.50000000,0.1060000000
"HD 160691 c",1398.44499080,
"MOA-2007-BLG-400L b",540.30829190,0.7900000000
"Kepler-176 b",290.53700000,
"OGLE-2005-BLG-071L b",635.65681400,
"Kepler-20 f",14.30000000,
"K2-2016-BLG-0005L b",349.61124770,4.1600000000
"2MASS J11550485-7919108 b",6356.56814000,587.0000000000
"Kepler-238 d",23.10000000,
"Kepler-238 e",69.00000000,
"HD 457 b",8445.33643080,15.3690000000
"WASP-157 b",182.43442000,0.0529000000
"Gaia22dkvL b",1797.95529840,1.9600000000
"K2-36 c",26.00000000,
"GJ 876 b",839.04000000,0.2110000000
"Kepler-82 d",885.09800000,
"KOI-351 h",203.00000000,
"MOA-2011-BLG-291L b",27.00000000,1.2000000000
"HD 38529 c",5720.91132600,
"OGLE-2018-BLG-1011L c",890.00000000,0.8000000000
"OGLE-2017-BLG-1375L b",3585.00000000,3.0400000000
"Kepler-1647 b",483.00000000,2.7205000000
"OGLE-2017-BLG-0448L b",299.00000000,1.1500000000
"K2-107 b",266.97720000,0.0480000000
"Kepler-323 b",684.40000000,
"HD 18143 c",3177.64841319,17.5300000000
"POTS-1 b",734.16000000,0.0373400000
"Kepler-215 d",23.60000000,
"KMT-2023-BLG-1454L b",177.98390792,1.3300000000
"OGLE-2018-BLG-1011L b",570.00000000,1.8000000000
"HD 77338 b",15.90000000,0.0614000000
"OGLE-2018-BLG-0298L b",28.92238504,2.9800000000
"Luhman 16 b",9344.15516580,3.5200000000
"HD 204313 e",4868.17771002,7.4570000000
"Kepler-226 c",45.20000000,
"Kepler-31 c",1493.70000000,0.2600000000
"HD 106252 b",3178.28407000,2.6550000000
"OGLE-2019-BLG-0468L b",1020.22918647,3.2900000000
"OGLE-2018-BLG-1119L b",273.33243002,3.1300000000
"KMT-2018-BLG-1990L b",189.00000000,1.0950000000
"Kepler-595 b",17.40000000,
"KMT-2021-BLG-1077L c",79.45710175,0.9300000000
"MOA-2011-BLG-293L b",1500.00000000,1.1000000000
"HD 142022 A b",1433.40611557,2.9390000000
"HD 95086 b",1748.06500000,
"MOA-2022-BLG-091L b",1141.00398113,2.6700000000
"Kepler-47 b",636.00000000,0.2962000000
"Kepler-56 b",236.20000000,
"AT2021ueyL b",425.89006538,4.0100000000
"OGLE-2015-BLG-1609L b",76.27881768,
"KMT-2019-BLG-0414L b",1353.94901382,9.4200000000
"KMT-2019-BLG-1339L b",3400.00000000,4.3000000000
"KMT-2019-BLG-0371L b",3807.58431586,1.5000000000
"OGLE-2018-BLG-1269L b",240.00000000,4.7500000000
"HD 167677 b",1175.96510590,2.9000000000
"HD 140901 c",1997.23370959,7.4210000000
"OGLE-TR-111 b",168.44990000,0.0470000000
"OGLE-2017-BLG-1275L b",1875.18760130,2.0900000000
"KMT-2018-BLG-0030L b",460.85119015,4.3900000000
"Kepler-39 b",6388.38300000,0.1635000000
"K2-38 b",19.06980000,
"PH2 b",87.08498352,0.8330000000
"SWEEPS-11 b",3082.82000000,0.0300000000
"HD 95544 b",1913.64483855,3.1660000000
"KMT-2023-BLG-0735L b",38.77506565,2.9600000000
"MOA-2015-BLG-337L b",5720.00000000,0.1900000000
"HD 100546 b",2701.54145950,53.0000000000
"Kepler-277 c",64.20000000,
"Kepler-328 b",306.61700000,
"HD 86065 b",2877.30056857,15.9470000000
"CoRoT-35 b",349.61124770,0.0429000000
"XO-5 b",365.50450000,0.0508000000
"KMT-2016-BLG-2605L b",245.04570180,0.6810000000
"GJ 876 c",226.98460000,0.1295900000
"Ross 458 c",1906.98000000,1100.0000000000
"OGLE-2014-BLG-1760L b",180.00000000,1.7500000000
"OGLE-TR-56 b",410.00070000,
"nu Oct A b",696.04421133,1.2400000000
"Kepler-297 c",42.10000000,
"OGLE-2015-BLG-0966L b",21.00000000,2.1000000000
"M62H b",785.03616529,
"HD 73267 c",1398.44499080,11.0000000000
"MXB 1658-298 b",7532.57100000,1.6130000000
"Kepler-39 b",6388.10000000,0.1640000000
"Kepler-244 d",15.20000000,
"Kepler-128 c",33.30000000,
"OGLE-2018-BLG-1011L c",890.00000000,0.8000000000
"HD 93351 c",4154.01727949,11.1540000000
"MOA-2020-BLG-135L b",25.00000000,1.1700000000
"WISPIT 1 c",1684.49055710,840.0000000000
"SWEEPS-4 b",1207.70000000,0.0550000000
"KMT-2018-BLG-1990L b",126.00000000,0.7510000000
"2MASS J01033563-5515561 AB b",4131.79000000,84.0000000000
"MOA-2019-BLG-008L b",5403.08291900,
"OGLE-2013-BLG-1721L b",200.00000000,2.6000000000
"OGLE-2019-BLG-0249L b",2265.79871350,1.8370000000
"OGLE-2012-BLG-0950L b",24.00000000,2.5000000000
"K2-31 b",563.83042000,0.0220000000
"KELT-21 b",1242.71530000,0.0522400000
"MOA-2010-BLG-477L b",480.00000000,2.0000000000
"KMT-2023-BLG-1431L b",13.60000000,3.2000000000
"WASP-44 b",276.19288568,0.0344500000
"MOA-2013-BLG-220L b",871.00000000,3.0300000000
"KMT-2021-BLG-1077L c",79.45710175,0.9300000000
"XO-7 b",225.65816897,
"TOI-5786 b",73.00000000,0.1140000000
"Kepler-15 b",201.18639000,0.0570500000
"TIC 172900988 b",981.30000000,0.9135900000
"Kepler-58 b",34.90000000,
"OGLE-2012-BLG-0026L c",220.00000000,4.6300000000
"OGLE-2018-BLG-1212L b",63.56568140,1.8200000000
"MOA-2007-BLG-400L b",260.00000000,0.7200000000
"HIP 35965 b",2589.98368864,15.8980000000
"Kepler-85 e",28.76270000,
"WASP-151 b",100.43377661,0.0550000000
"HAT-P-21 b",1547.83210000,
"Kepler-48 e",657.00000000,
"MOA-2022-BLG-033L b",12.15000000,2.1500000000
"MOA-2008-BLG-310L b",23.40000000,1.1000000000
"ROXs 12 b",5085.00000000,210.0000000000
"2M0437 b",1271.31362800,118.0000000000
"OGLE-2018-BLG-0962L b",425.89006538,3.5900000000
"OGLE-2019-BLG-0362L b",1061.54687938,3.1300000000
"BD+20 594 b",22.24810000,
"Kepler-211 c",18.30000000,
"CoRoT-27 b",3302.11000000,0.0476000000
"MOA-bin-29 b",150.00000000,0.3700000000
"CoRoT-7 d",17.14200000,
"OGLE-2017-BLG-0604L b",160.00000000,4.0600000000
"HD 106906 b",3496.00000000,650.0000000000
"MOA-2019-BLG-008L b",7945.71017500,
"HD 7449 b",2597.92939882,2.4380000000
"Kepler-31 b",36.74180000,
"Kepler-32 d",67.48150000,
"Gaia22dkvL b",1081.57006902,1.4000000000
"Gaia-4 b",3750.37520260,
"GSC 06214-00210 b",4258.70000000,300.0000000000
"Kepler-432 b",1547.77000000,0.3034000000
"Kepler-30 c",527.70000000,
"KMT-2021-BLG-1372L b",61.27000000,2.3700000000
"OGLE-2018-BLG-1011L b",570.00000000,1.8000000000
"Kepler-177 c",14.70000000,
"Kepler-58 b",36.53300000,
"KOI-351 g",15.00000000,
"HIP 77900 b",6674.39654700,3319.0000000000
"WASP-44 b",275.55861000,0.0344300000
"OGLE-2018-BLG-0506L b",16.30000000,3.0000000000
"K2-115 b",321.00669107,0.1415000000
"WASP-25 b",182.43442000,0.0473800000
"OGLE-2005-BLG-071L b",635.65681400,
"HR 810 b",1970.53612340,
"KMT-2021-BLG-1689L b",39.00000000,3.5000000000
"Kepler-245 e",1806.36000000,
"Kepler-281 b",324.00000000,
"Kepler-30 d",5403.11000000,0.5000000000
"bet Pic b",2860.45566300,9.9000000000
"K2-24 b",19.00000000,
"Kepler-40 b",657.90810000,0.0804000000
"Kepler-9 c",29.90000000,
"OGLE-2014-BLG-0676L b",1185.49995811,2.5600000000
"OGLE-2011-BLG-0173L b",57.00000000,8.0000000000
"HD 153557 d",8725.66108578,21.4490000000
"K2-66 b",16.00000000,
"Kepler-16 b",99.48029139,0.6880000000
"Kepler-553 c",2129.45032690,0.8980000000
"HD 88133 b",324.18660000,0.0469100000
"CoRoT-9 b",266.97000000,0.4070000000
"Kepler-20 d",20.10000000,0.3453000000
"Kepler-9 c",29.87500000,
"HIP 78530 b",7322.49000000,
"KMT-2017-BLG-1057L b",23.50000000,2.3600000000
"HD 10697 b",1825.28854140,2.0510000000
"OGLE-2013-BLG-0102L b",4400.00000000,0.7900000000
"Kepler-60 c",17.20000000,
"Kepler-276 c",16.60000000,
"Kepler-282 e",56.20000000,
"Kepler-422 b",155.73670000,0.0813000000
"2MASS J03590986+2009361 b",5720.91132600,572.0000000000
"WTS-1 b",1274.44000000,0.0470000000
"TOI-1181 b",377.00000000,0.0364000000
"OGLE-TR-56 b",448.14030000,0.0245300000
"Kepler-129 c",43.00000000,0.3900000000
"HAT-P-24 b",217.70400000,0.0465000000
"Kepler-238 f",13.50000000,
"HD 202696 c",592.43512000,2.3420000000
"HAT-P-66 b",248.86089000,0.0436300000
"OGLE-2015-BLG-0966L b",21.00000000,2.7000000000
"K2-233 c",12.81000000,0.0666600000
"TOI-519 b",147.15455244,0.0159000000
"HAT-P-9 b",238.05467000,0.0528700000
"HD 143811 AB b",1938.75328270,63.0000000000
"HD 143811 AB b",1779.83907920,64.0000000000
"LP 261-75 b",6674.39654700,450.0000000000
"OGLE-2012-BLG-0406L b",1200.00000000,3.8000000000
"GJ 2030 c",4069.15709482,16.7610000000
"Kepler-7 b",143.97699000,0.0632400000
"Kepler-287 b",83.00000000,
"MOA-2010-BLG-477L b",480.00000000,2.0000000000
"PDS 70 b",953.49000000,20.0000000000
"2MASS J22362452+4751425 b",3972.87500000,230.0000000000
"HD 202696 b",634.38868000,1.5660000000
"WISE J033605.05-014350.4 b",2622.08435775,0.9700000000
"K2-99 b",308.29510000,0.1590000000
"Kepler-57 b",115.00000000,
"K2-31 b",590.10000000,
"KMT-2021-BLG-1105L b",406.82036096,2.8200000000
"Kepler-122 f",36.00000000,
"KOI-984 c",24.00000000,0.0796000000
"GJ 463 b",1080.61658380,3.5300000000
"K2-38 b",12.00000000,0.0506000000
"OGLE-2018-BLG-1212L b",63.56568140,1.6800000000
"55 Cnc f",44.81200000,0.7880000000
"GJ 676 A c",4288.14086724,9.7260000000
"kap CrB b",591.16380000,2.7000000000
"Kepler-103 c",38.00000000,0.6639000000
"Kepler-278 c",34.90000000,0.2870000000
"OGLE-2019-BLG-1470L AB c",985.26806170,2.9000000000
"2MASS J0249-0557 c",3686.80952120,1950.0000000000
"OGLE-2017-BLG-0406L b",130.00000000,3.5000000000
"OGLE-2012-BLG-0563L b",123.00000000,4.3000000000
"55 Cnc b",263.97850000,0.1152272500
"TOI-2202 c",117.27868218,0.1554400000
"USco CTIO 108 b",4449.62000000,670.0000000000
"Kepler-539 c",762.79200000,2.4200000000
"OGLE-2016-BLG-0613L AB b",1400.00000000,3.9000000000
"TOI-4515 b",637.00000000,0.1180000000
"KMT-2021-BLG-1689L b",45.00000000,3.0000000000
"OGLE-2003-BLG-235L b",480.00000000,3.0000000000
"K2-132 b",157.32585000,0.0916000000
"HD 14067 b",5001.66564096,5.2360000000
"Kepler-81 b",17.20000000,
"KMT-2023-BLG-0416L b",13.03096469,2.9600000000
"HD 175167 b",3114.71838860,2.4380000000
"ZTF J1828+2308 b",6356.56814000,
"Kepler-427 b",92.80636000,0.0913000000
"KMT-2017-BLG-2197L b",2202.55086051,6.6500000000
"Kepler-276 d",18.40000000,
"Kepler-1661 b",17.00000000,0.6330000000
"MOA-2022-BLG-091L b",1141.00398113,3.6300000000
"KMT-2018-BLG-1292L b",1570.00000000,6.5600000000
"Kepler-203 d",33.90000000,
"USco1556 b",4767.45000000,3500.0000000000
"HD 175167 b",4703.86042360,
"CoRoT-3 b",6979.54680000,0.0578300000
"MOA-2019-BLG-008L b",3813.94088400,
"KMT-2019-BLG-0578L b",381.39408840,2.0000000000
"OGLE-2013-BLG-0132L b",92.00000000,3.6000000000
"HD 81040 b",2393.24790471,
"KMT-2021-BLG-1105L b",772.32302901,4.7900000000
"FU Tau b",6038.73973300,726.0000000000
"Kepler-643 b",321.00830000,0.1260000000
"OGLE-2015-BLG-1771L b",136.00000000,0.8500000000
"KMT-2018-BLG-1976L b",622.94367772,2.0400000000
"K2-2016-BLG-0005L b",368.68095212,4.1100000000
"K2-263 b",14.90000000,0.2573000000
"Kepler-29 b",127.10000000,0.0900000000
"KOI-142 c",214.10000000,
"Kepler-103 c",58.47000000,0.6679000000
"CoRoT-14 b",2415.40000000,0.0270000000
"Kepler-4 b",24.47200000,0.0456000000
"WASP-129 b",317.83000000,0.0628000000
"MOA-2016-BLG-526L b",19.19683578,2.0100000000
"TOI-2025 b",1144.18226520,0.0892000000
"Kepler-10 c",20.00000000,0.2407000000
"TOI-5344 b",135.00000000,0.0400000000
"HD 152843 b",11.56000000,0.1053000000
"HD 73583 b",15.90000000,0.0599500000
"TOI-4465 b",1872.00931723,0.4160000000
"TOI-1842 b",89.40000000,0.1000000000
"Kepler-43 b",997.98620000,0.0443600000
"TOI-1338 b",21.80000000,0.4607000000
"WASP-148 b",92.17023803,
"TOI-333 b",20.10000000,0.0490000000
"TOI-5817 b",10.30000000,0.1223000000
"Kepler-425 b",71.82958000,0.0465200000
"KELT-15 b",289.22530000,0.0461300000
"K2-32 d",10.30000000,0.1862000000
"Kepler-289 c",133.48860000,
"Kepler-423 b",228.83000000,0.0396000000
"NGTS-11 b",109.33352000,0.2010000000
"TOI-1670 c",200.23189641,0.2490000000
"CoRoT-11 b",791.39670000,0.0435100000
"WASP-42 b",167.49641000,0.0561000000
"TOI-1260 c",11.80000000,0.0656000000
"HATS-75 b",156.05374784,0.0327420000
"TOI-2046 b",731.00533610,
"HD 35843 c",11.32000000,0.2500000000
"K2-105 b",30.00000000,0.0810000000
"HAT-P-50 b",429.07050000,0.0453000000
"Kepler-167 e",321.00669107,1.8830000000
"WASP-92 b",255.85315000,0.0348000000
"TOI-5301 b",1182.32167404,0.0730000000
"TOI-5350 b",2094.48920213,0.0796000000
"Kepler-37 d",62.50000000,
"TOI-125 d",13.60000000,0.1370000000
"WASP-108 b",283.50293904,
"TOI-1749 c",14.00000000,0.0443000000
"NGTS-33 b",1153.71711741,0.0480000000
"K2-261 b",56.00000000,
"K2-34 b",539.67534000,0.0465000000
"Kepler-19 d",22.50000000,
"TOI-2005 b",2034.10180480,0.1600000000
"TOI-3819 b",352.78953177,0.0461100000
"HATS-14 b",340.39593000,0.0381500000
"Kepler-448 c",6992.26000000,4.2000000000
"TOI-2374 b",56.64000000,0.0471000000
"K2-182 b",20.00000000,0.0526000000
"HD 219666 b",16.60000000,0.0635600000
"HD 89345 b",35.70000000,0.1050000000
"TOI-3976 A b",55.61997123,0.0743000000
"WASP-25 b",190.06234000,0.0481900000
"K2-238 b",273.33380000,0.0460000000
"TOI-4961 b",572.09113260,0.0726000000
"TOI-2416 b",953.48522100,0.0831000000
"TOI-1288 b",42.00000000,
"Kepler-52 c",29.90000000,
"OGLE-2013-BLG-0911L b",3020.00000000,0.3900000000
"HAT-P-36 b",587.41340600,0.0241000000
"K2-32 d",35.00000000,
"Kepler-93 c",954.00000000,
"WASP-132 b",130.31030000,0.0670000000
"OGLE2-TR-L9 b",1398.45200000,0.0404700000
"TOI-2338 b",1900.61387386,0.1580000000
"WASP-147 b",87.40325000,0.0549000000
"TOI-3593 b",565.73456446,0.0481000000
"HATS-4 b",420.47100000,0.0362000000
"K2-34 b",559.38080000,0.0441900000
"HD 169142 b",953.48522100,37.2000000000
"TOI-3682 b",69.28659273,0.0480000000
"OGLE-TR-113 b",432.24880000,0.0229000000
"Kepler-411 b",25.60000000,0.0375000000
"BD-14 3065 b",3932.00000000,0.0656000000
"Kepler-435 b",266.97000000,0.0948000000
"TOI-1136 f",32.00000000,0.1750000000
"Kepler-43 b",962.98000000,0.0440000000
"TOI-1472 c",21.13000000,0.1160000000
"K2-19 d",14.00000000,
"KELT-18 b",375.03940000,0.0455000000
"HATS-51 b",244.09344000,0.0463900000
"HIP 21152 b",7627.88176800,17.0000000000
"CFBDSIR J145829+101343 b",3337.10000000,2.6000000000
"Kepler-109 c",21.80000000,
"WASP-83 b",95.34900000,0.0590000000
"TOI-150.01",556.20250000,0.0583000000
"EPIC 211945201 b",27.00000000,0.1480000000
"TOI-561 e",12.40000000,0.3300000000
"K2-97 b",152.55840000,0.0810000000
"K2-27 b",30.90000000,0.0670200000
"CoRoT-18 b",1048.83900000,0.0288000000
"HD 1397 b",131.89945000,0.1097000000
"KELT-10 b",215.80657000,0.0525000000
"Kepler-46 b",281.27955000,0.1971000000
"eps Eri b",492.63650000,3.3900000000
"CoRoT-20 b",1344.42090000,0.0901000000
"OGLE-TR-113 b",390.93090000,0.0226500000
"HAT-P-31 b",682.38101000,0.0610000000
"TOI-2458 b",13.31000000,0.0482000000
"WD 0806-661 b",2542.62725600,2500.0000000000
"HAT-P-24 b",238.37250000,
"WASP-88 b",177.98000000,0.0643100000
"TOI-3321 b",176.07693748,0.0470000000
"HD 77946 b",10.90000000,0.0730000000
"KMT-2018-BLG-1996L b",387.75065654,1.9700000000
"Kepler-35 b",40.36300000,0.6034700000
"K2-99 b",276.51071409,0.1530000000
"TOI-1448 b",19.50000000,0.0567000000
"HATS-67 b",460.85350000,0.0303200000
"MOA-2019-BLG-008L b",3813.94088400,
"HAT-P-14 b",1093.33520000,
"TIC 237913194 b",617.22586000,0.1207000000
"K2-182 b",20.97667486,0.0517400000
"TOI-1268 b",96.40000000,0.0711000000
"K2-114 b",638.83509807,0.0943000000
"Kepler-7 b",135.07775000,0.0613000000
"Kepler-25 c",14.30000000,
"TOI-5005 b",32.70000000,0.0661400000
"HATS-7 b",38.13960000,0.0401200000
"XO-7 b",225.34147000,0.0442100000
"WASP-187 b",254.26400000,0.0653000000
"WASP-54 b",192.60498000,0.0498800000
"TOI-4582 b",168.44905571,
"TOI-2803 A b",309.88269682,0.0318500000
"MOA-2011-BLG-291L b",16.00000000,0.5200000000
"K2-110 b",15.90000000,0.1020700000
"KMT-2017-BLG-2197L b",2809.60311788,15.9100000000
"bet Pic b",3146.51700000,9.0000000000
"Kepler-40 b",673.79960000,0.0795000000
"WASP-119 b",390.93090000,0.0363000000
"KELT-19 A b",1293.56810000,0.0637000000
"K2-285 c",15.68000000,0.0824000000
"Kepler-7 b",137.61500000,0.0622400000
"Kepler-1656 b",48.60000000,0.1970000000
"TOI-1338 c",75.40000000,
"Kepler-396 b",75.50000000,
"V2376 Ori b",6356.56814000,71.0000000000
"HATS-47 b",117.27927000,0.0426900000
"HD 17156 b",1014.15300000,
"Kepler-43 b",1026.59090000,0.0460000000
"HATS-39 b",200.23290000,0.0600700000
"TOI-1431 b",991.62462984,0.0460000000
"HIP 97166 b",19.10000000,0.0910000000
"TOI-561 e",12.60000000,0.3280000000
"TOI-5322 b",184.02264765,0.0604000000
"TOI-2587 A b",69.28659273,0.0635000000
"HD 118203 b",680.15279098,0.0713000000
"WASP-167 b",2542.64000000,0.0365000000
"TOI-3540 A b",375.03752026,0.0428900000
